ID,NPL_score,SMILES_no_chiral,SMILES_chiral
CHEMBL1507881,-0.646,C=c1c(=Cc2c(O)[nH]c(=O)n(-c3ccc4c(c3)OCO4)c2=O)cc(C)n1-c1cccc(C(=O)O)c1C,C=c1c(=Cc2c(O)[nH]c(=O)n(-c3ccc4c(c3)OCO4)c2=O)cc(C)n1-c1cccc(C(=O)O)c1C
CHEMBL592316,-0.572,CCN(CC)CCOc1ccc2c(c1)C(=NO)c1cc(OCCN(CC)CC)ccc1-2,CCN(CC)CCOc1ccc2c(c1)C(=NO)c1cc(OCCN(CC)CC)ccc1-2
CHEMBL3427581,-0.97,COC(=O)C(Cc1ccc(-n2nnc(-c3cc(C)cc(C)c3)n2)cc1)N1C(=O)C=CC1=O,COC(=O)C(Cc1ccc(-n2nnc(-c3cc(C)cc(C)c3)n2)cc1)N1C(=O)C=CC1=O
CHEMBL3427575,-1.03,COC(=O)C(Cc1ccc(-n2nnc(-c3ccccc3)n2)cc1)N1C(=O)C=CC1=O,COC(=O)C(Cc1ccc(-n2nnc(-c3ccccc3)n2)cc1)N1C(=O)C=CC1=O
CHEMBL3414631,0.062,O=C(O)C(Cc1c[nH]c2ccccc12)N1C(=O)C=CC1=O,O=C(O)C(Cc1c[nH]c2ccccc12)N1C(=O)C=CC1=O
CHEMBL3134230,-1.275,COc1ccc(Cl)cc1C(=O)NCCc1ccc(CCC(=O)N2CCOCC2)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(CCC(=O)N2CCOCC2)cc1
CHEMBL3134239,-0.655,O=C(O)CCc1ccc(CCNC(=O)c2ccccc2Br)cc1,O=C(O)CCc1ccc(CCNC(=O)c2ccccc2Br)cc1
CHEMBL597112,-0.695,COc1ccc(Cl)cc1C(=O)NCCc1ccc(CCC(=O)O)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(CCC(=O)O)cc1
CHEMBL3216133,-1.191,CC(=NN=C(N)N)c1cccc(NC(=O)c2ccc(N=c3cc[nH]c4ccc(N(C)C)cc34)cc2)c1,CC(=NN=C(N)N)c1cccc(NC(=O)c2ccc(N=c3cc[nH]c4ccc(N(C)C)cc34)cc2)c1
CHEMBL2385835,-0.985,C[n+]1ccc(Nc2cccc(C(=O)Nc3ccc(N=c4cc[nH]c5ccc(N)cc45)cc3)c2)cc1,C[n+]1ccc(Nc2cccc(C(=O)Nc3ccc(N=c4cc[nH]c5ccc(N)cc45)cc3)c2)cc1
CHEMBL2385832,-0.996,CN(C)c1ccc2[nH]ccc(=Nc3ccc(C(=O)Nc4ccc(Nc5cc[n+](C)cc5)cc4)cc3)c2c1,CN(C)c1ccc2[nH]ccc(=Nc3ccc(C(=O)Nc4ccc(Nc5cc[n+](C)cc5)cc4)cc3)c2c1
CHEMBL2385831,-1.125,CN(C)c1ccc2[nH]ccc(=Nc3ccc(C(=O)Nc4cccc(Nc5cc[n+](C)cc5)c4)cc3)c2c1,CN(C)c1ccc2[nH]ccc(=Nc3ccc(C(=O)Nc4cccc(Nc5cc[n+](C)cc5)c4)cc3)c2c1
CHEMBL2385827,-0.969,C[n+]1ccc(Nc2cccc(NC(=O)c3ccc(N=c4cc[nH]c5ccccc45)cc3)c2)cc1,C[n+]1ccc(Nc2cccc(NC(=O)c3ccc(N=c4cc[nH]c5ccccc45)cc3)c2)cc1
CHEMBL603734,0.597,COc1ccc2c(c1)[nH]c1cc(O)c(C)cc12,COc1ccc2c(c1)[nH]c1cc(O)c(C)cc12
CHEMBL4088220,-0.976,Cn1ccc2cc(NCCN3CCC(COc4ccc5c(=NCCCc6ccccc6)[nH]cnc5c4)CC3)ccc21,Cn1ccc2cc(NCCN3CCC(COc4ccc5c(=NCCCc6ccccc6)[nH]cnc5c4)CC3)ccc21
CHEMBL564052,0.696,N=c1[nH]cnc2c1ncn2C1OC(CSC2CCNC2)C(O)C1O,N=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CCNC2)[C@@H](O)[C@H]1O
CHEMBL539449,0.678,N=c1[nH]cnc2c1ncn2C1OC(CSC2CNC2)C(O)C1O,N=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CSC2CNC2)[C@@H](O)[C@H]1O
CHEMBL560768,0.195,OC1C(CSC2CCNC2)OC(n2cnc3c(=NCCc4ccc(-c5ccccc5)cc4)[nH]c(Cl)nc32)C1O,O[C@@H]1[C@@H](CS[C@H]2CCNC2)O[C@@H](n2cnc3c(=NCCc4ccc(-c5ccccc5)cc4)[nH]c(Cl)nc32)[C@@H]1O
CHEMBL116438,0.722,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O
CHEMBL479650,1.083,COc1cc(CCC(=O)CC(O)CCc2ccc(O)c(OC)c2)ccc1O,COc1cc(CCC(=O)CC(O)CCc2ccc(O)c(OC)c2)ccc1O
CHEMBL2385826,-1.026,Cc1cc(=Nc2ccc(NC(=O)c3ccc(N=c4cc[nH]c5ccc(N(C)C)cc45)cc3)cc2)[nH]c(=N)[nH]1,Cc1cc(=Nc2ccc(NC(=O)c3ccc(N=c4cc[nH]c5ccc(N(C)C)cc45)cc3)cc2)[nH]c(=N)[nH]1
CHEMBL2385834,-0.841,C[n+]1ccc(Nc2ccc(C(=O)Nc3ccc(N=c4cc[nH]c5ccccc45)cc3)cc2)cc1,C[n+]1ccc(Nc2ccc(C(=O)Nc3ccc(N=c4cc[nH]c5ccccc45)cc3)cc2)cc1
CHEMBL2178755,-0.356,O=C(CCc1c[nH]c2ccc(Br)cc12)NCCSSCCNC(=O)CCc1c[nH]c2ccc(Br)cc12,O=C(CCc1c[nH]c2ccc(Br)cc12)NCCSSCCNC(=O)CCc1c[nH]c2ccc(Br)cc12
CHEMBL2204998,-1.764,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(N4CCN(C)CC4)nc3)cc3c2cnn3C(C)C)c(=O)[nH]1,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(N4CCN(C)CC4)nc3)cc3c2cnn3C(C)C)c(=O)[nH]1
CHEMBL1975589,1.839,COC(=O)CC1OCC=C2CN3CCC45C(=Nc6c4cc(O)c(O)c6[N+](=O)[O-])C1C2CC35,COC(=O)CC1OCC=C2CN3CCC45C(=Nc6c4cc(O)c(O)c6[N+](=O)[O-])C1C2CC35
CHEMBL494668,-1.165,CCN(CC)CCCN=c1[nH]c2cc(OC)c(OC)cc2c2nc(-c3ccccc3)nn12,CCN(CC)CCCN=c1[nH]c2cc(OC)c(OC)cc2c2nc(-c3ccccc3)nn12
CHEMBL1348946,-1.727,N#Cc1c(SCC(=O)N=c2[nH]c3ccc(Br)cc3s2)sc2c(=O)cc(O)[nH]c12,N#Cc1c(SCC(=O)N=c2[nH]c3ccc(Br)cc3s2)sc2c(=O)cc(O)[nH]c12
CHEMBL1328733,-1.711,O=C1NC(=S)N(c2ccccc2)C(=O)C1=Cc1ccco1,O=C1NC(=S)N(c2ccccc2)C(=O)/C1=C/c1ccco1
CHEMBL1456035,0.161,O=C(O)C1Nc2c(Cl)cc(Cl)c(Cl)c2C2C=CCC12,O=C(O)C1Nc2c(Cl)cc(Cl)c(Cl)c2C2C=CCC12
CHEMBL1346055,-1.241,O=C(O)c1ccc(-n2cccc2CC2=NC(=O)N(c3cccc(Cl)c3)C2=O)cc1,O=C(O)c1ccc(-n2cccc2CC2=NC(=O)N(c3cccc(Cl)c3)C2=O)cc1
CHEMBL4102557,-0.407,COCn1ccc(=NCCNCCCOc2ccc3c(=NCCCc4ccccc4)[nH]cnc3c2)[nH]c1=O,COCn1ccc(=NCCNCCCOc2ccc3c(=NCCCc4ccccc4)[nH]cnc3c2)[nH]c1=O
CHEMBL4066400,-0.87,c1ccc(CCCN=c2[nH]cnc3cc(OCC4CCN(CCNc5cccc6ccccc56)CC4)ccc23)cc1,c1ccc(CCCN=c2[nH]cnc3cc(OCC4CCN(CCNc5cccc6ccccc56)CC4)ccc23)cc1
CHEMBL4101056,-0.812,N=c1[nH]cnc2cc(OCC3CCN(CCN=c4cc[nH]c5ccccc45)CC3)ccc12,N=c1[nH]cnc2cc(OCC3CCN(CCN=c4cc[nH]c5ccccc45)CC3)ccc12
CHEMBL297453,1.65,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
CHEMBL2385823,-0.881,Cc1cc(=Nc2ccc(C(=O)Nc3ccc(N=c4cc[nH]c5ccccc45)cc3)cc2)[nH]c(=N)[nH]1,Cc1cc(=Nc2ccc(C(=O)Nc3ccc(N=c4cc[nH]c5ccccc45)cc3)cc2)[nH]c(=N)[nH]1
CHEMBL2385828,-0.841,C[n+]1ccc(Nc2ccc(NC(=O)c3ccc(N=c4cc[nH]c5ccccc45)cc3)cc2)cc1,C[n+]1ccc(Nc2ccc(NC(=O)c3ccc(N=c4cc[nH]c5ccccc45)cc3)cc2)cc1
CHEMBL611994,-0.077,O=C(O)CSC(SCC(=O)O)c1ccccc1O,O=C(O)CSC(SCC(=O)O)c1ccccc1O
CHEMBL1990599,-1.508,O=C(CNC(=O)c1ccc([N+](=O)[O-])cc1)NN=Cc1ccc(OC(=O)c2ccccc2)cc1,O=C(CNC(=O)c1ccc([N+](=O)[O-])cc1)N/N=C\c1ccc(OC(=O)c2ccccc2)cc1
CHEMBL2385822,-1.026,Cc1cc(=Nc2cccc(C(=O)Nc3ccc(N=c4cc[nH]c5ccccc45)cc3)c2)[nH]c(=N)[nH]1,Cc1cc(=Nc2cccc(C(=O)Nc3ccc(N=c4cc[nH]c5ccccc45)cc3)c2)[nH]c(=N)[nH]1
CHEMBL3427577,-0.864,CCCCCCOc1ccc(-c2nnn(-c3ccc(CC(C(=O)OC)N4C(=O)C=CC4=O)cc3)n2)cc1,CCCCCCOc1ccc(-c2nnn(-c3ccc(CC(C(=O)OC)N4C(=O)C=CC4=O)cc3)n2)cc1
CHEMBL3427570,-0.974,COC(=O)C(Cc1ccc(-n2nnc(-c3ccc(C(C)C)cc3)n2)cc1)N1C(=O)C=CC1=O,COC(=O)C(Cc1ccc(-n2nnc(-c3ccc(C(C)C)cc3)n2)cc1)N1C(=O)C=CC1=O
CHEMBL3216805,-1.168,CC(=NN=C(N)N)c1cccc(C(=O)Nc2ccc(N=c3cc[nH]c4ccc(N(C)C)cc34)cc2)c1,CC(=NN=C(N)N)c1cccc(C(=O)Nc2ccc(N=c3cc[nH]c4ccc(N(C)C)cc34)cc2)c1
CHEMBL586418,0.025,O=CNC(CSC(c1ccccc1)c1ccccc1)C(=O)O,O=CNC(CSC(c1ccccc1)c1ccccc1)C(=O)O
CHEMBL2178757,-0.016,O=C(NCCSSCCNC(=O)C(Cc1c[nH]c2ccc(Br)cc12)=NO)C(Cc1c[nH]c2ccc(Br)cc12)=NO,O=C(NCCSSCCNC(=O)C(Cc1c[nH]c2ccc(Br)cc12)=NO)C(Cc1c[nH]c2ccc(Br)cc12)=NO
CHEMBL563888,0.927,N=c1[nH]cnc2c1ncn2C1OC(CSC2CCNC(C(=O)O)C2)C(O)C1O,N=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CCNC(C(=O)O)C2)[C@@H](O)[C@H]1O
CHEMBL559283,0.358,O=C(O)C1CC(SCC2OC(n3cnc4c(=NCCc5ccc(-c6ccccc6)cc5)[nH]c(Cl)nc43)C(O)C2O)CN1,O=C(O)C1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(=NCCc5ccc(-c6ccccc6)cc5)[nH]c(Cl)nc43)[C@H](O)[C@@H]2O)CN1
CHEMBL4164446,-0.657,COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(C#N)o3)[nH]c2cc1OCCCN1CCCC1,COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(C#N)o3)[nH]c2cc1OCCCN1CCCC1
CHEMBL4159604,-0.587,COc1cc2c(=NC3CCN(C)CC3)cc(C3CCCCC3)[nH]c2cc1OCCCN1CCCC1,COc1cc2c(=NC3CCN(C)CC3)cc(C3CCCCC3)[nH]c2cc1OCCCN1CCCC1
CHEMBL4167925,-0.63,COc1cc2c(=NC3CCN(C)CC3)cc(C3CCOCC3)[nH]c2cc1OCCCN1CCCC1,COc1cc2c(=NC3CCN(C)CC3)cc(C3CCOCC3)[nH]c2cc1OCCCN1CCCC1
CHEMBL382617,-1.31,Cc1ccn2c(CCc3nnc4cc(C)ccn34)nnc2c1,Cc1ccn2c(CCc3nnc4cc(C)ccn34)nnc2c1
CHEMBL482224,2.148,C=C(Cl)C(=CBr)CCC(Br)C(C)(C)Cl,C=C(Cl)/C(=C\Br)CCC(Br)C(C)(C)Cl
CHEMBL3126650,-0.684,Cc1cc(=Nc2ccccc2NC(=O)c2ccccc2N=c2cc[nH]c3ccccc23)[nH]c(=N)[nH]1,Cc1cc(=Nc2ccccc2NC(=O)c2ccccc2N=c2cc[nH]c3ccccc23)[nH]c(=N)[nH]1
CHEMBL2047701,0.483,O=C(NCCS)C(Cc1cc(Br)c(O)c(Br)c1)=NO,O=C(NCCS)C(Cc1cc(Br)c(O)c(Br)c1)=NO
CHEMBL1172560,0.602,O=C(O)CCc1ccc(O)cc1,O=C(O)CCc1ccc(O)cc1
CHEMBL2047711,0.157,COc1ccc(CC(=NO)C(=O)NCCSSCCNC(=O)C(Cc2ccc(OC)c(OC)c2)=NO)cc1OC,COc1ccc(CC(=NO)C(=O)NCCSSCCNC(=O)C(Cc2ccc(OC)c(OC)c2)=NO)cc1OC
CHEMBL2047538,-0.114,COc1ccc(CC(=NO)C(=O)NCCSC)cc1Br,COc1ccc(CC(=NO)C(=O)NCCSC)cc1Br
CHEMBL564768,0.615,N=c1[nH]c(Cl)nc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O,N=c1[nH]c(Cl)nc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O
CHEMBL560106,0.721,N=c1[nH]c(Cl)nc2c1ncn2C1OC(CSC2CNC(C(=O)O)C2)C(O)C1O,N=c1[nH]c(Cl)nc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CNC(C(=O)O)C2)[C@@H](O)[C@H]1O
CHEMBL4078312,-0.958,O=c1c2ccc(OCC3CCN(CCN=c4cc[nH]c5ccccc45)CC3)cc2ncn1CCCc1ccccc1,O=c1c2ccc(OCC3CCN(CCN=c4cc[nH]c5ccccc45)CC3)cc2ncn1CCCc1ccccc1
CHEMBL4096752,-0.59,COc1ccc(CCN=c2[nH]cnc3cc(OCC4CCN(CCN=c5cc[nH]c6ccccc56)CC4)ccc23)cc1,COc1ccc(CCN=c2[nH]cnc3cc(OCC4CCN(CCN=c5cc[nH]c6ccccc56)CC4)ccc23)cc1
CHEMBL563570,0.557,NC(CCSCC1OC(n2cnc3cncnc32)C(O)C1O)C(=O)O,NC(CCSC[C@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@@H]1O)C(=O)O
CHEMBL538692,0.563,N=c1[nH]c(F)nc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O,N=c1[nH]c(F)nc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O
CHEMBL560165,0.685,COc1nc(=N)c2ncn(C3OC(CSCCC(N)C(=O)O)C(O)C3O)c2[nH]1,COc1nc(=N)c2ncn([C@@H]3O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]3O)c2[nH]1
CHEMBL1414679,-1.413,CC1=C(C(=O)OC(C)C)C(c2ccc(Cl)cc2)n2c(sc(=Cc3ccc(OCC(=O)O)cc3)c2=O)=N1,CC1=C(C(=O)OC(C)C)C(c2ccc(Cl)cc2)n2c(sc(=Cc3ccc(OCC(=O)O)cc3)c2=O)=N1
CHEMBL1988862,-0.319,O=C1c2sccc2-c2cccc3cccc1c23,O=C1c2sccc2-c2cccc3cccc1c23
CHEMBL1713628,-1.739,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1N=Nc1ccccc1[N+](=O)[O-],Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1N=Nc1ccccc1[N+](=O)[O-]
CHEMBL1412087,-1.092,CCOc1cc(C=C2C(=O)N(c3nc(-c4ccc(Br)cc4)cs3)N=C2c2ccccc2)ccc1O,CCOc1cc(C=C2C(=O)N(c3nc(-c4ccc(Br)cc4)cs3)N=C2c2ccccc2)ccc1O
CHEMBL1389315,-1.085,O=S(=O)(Nc1c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc2n1C1CCCCC1)c1ccccc1,O=S(=O)(Nc1c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc2n1C1CCCCC1)c1ccccc1
CHEMBL1333249,-1.472,Cn1c(N)c(C(=O)COC(=O)c2cc(-c3ccco3)nc3ccccc23)c(=O)n(C)c1=O,Cn1c(N)c(C(=O)COC(=O)c2cc(-c3ccco3)nc3ccccc23)c(=O)n(C)c1=O
CHEMBL1902527,0.272,ClN=C1C=CC=CC1=NCl,ClN=C1C=CC=CC1=NCl
CHEMBL1424189,-1.453,CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(OCC(=O)O)cc3)c(=O)n2C1c1ccc(Cl)cc1,CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(OCC(=O)O)cc3)c(=O)n2C1c1ccc(Cl)cc1
CHEMBL1551448,-1.878,COc1ccc(NC(=O)CN(C)C(=O)c2cc(-c3ccco3)nc3ccccc23)cc1,COc1ccc(NC(=O)CN(C)C(=O)c2cc(-c3ccco3)nc3ccccc23)cc1
CHEMBL551578,0.797,COC(=O)C1CC(SCC2OC(n3cnc4c(=N)[nH]cnc43)C(O)C2O)CN1,COC(=O)C1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(=N)[nH]cnc43)[C@H](O)[C@@H]2O)CN1
CHEMBL555257,0.515,O=C(O)C1CC(SCC2OC(n3cnc4c(=NCCc5ccc(-c6ccccc6)cc5)[nH]cnc43)C(O)C2O)CN1,O=C(O)C1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(=NCCc5ccc(-c6ccccc6)cc5)[nH]cnc43)[C@H](O)[C@@H]2O)CN1
CHEMBL3764578,-0.912,COc1ccc(CC2=NC(=O)N(c3ccc(Cl)cc3)C2=O)cc1,COc1ccc(CC2=NC(=O)N(c3ccc(Cl)cc3)C2=O)cc1
CHEMBL1916679,-0.158,CN1CC2ON=C(c3ccc(C(=O)O)cc3)C2C1,CN1CC2ON=C(c3ccc(C(=O)O)cc3)C2C1
CHEMBL1916673,-0.475,COc1ccc(CC2=NOC(CN(C)C)C2)cc1,COc1ccc(CC2=NOC(CN(C)C)C2)cc1
CHEMBL1916675,-0.299,CN1CC2ON=C(c3ccccc3)C2C1,CN1CC2ON=C(c3ccccc3)C2C1
CHEMBL1818031,0.13,O=C(NCCSSCCNC(=O)C(Cc1ccccc1)=NO)C(Cc1ccccc1)=NO,O=C(NCCSSCCNC(=O)C(Cc1ccccc1)=NO)C(Cc1ccccc1)=NO
CHEMBL136685,1.81,C=C(Cl)C(Cl)(CBr)CCC(Br)C(C)(C)Cl,C=C(Cl)[C@](Cl)(CBr)CC[C@@H](Br)C(C)(C)Cl
CHEMBL1368108,-0.615,C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)CC(C(N)=O)N(C(=O)C(=C)C)C3)c1,C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)CC(C(N)=O)N(C(=O)C(=C)C)C3)c1
CHEMBL1434555,-2.295,Cc1ccc(NC(=O)CN(C)C(=O)c2cccc(-n3cccc3)c2)cc1,Cc1ccc(NC(=O)CN(C)C(=O)c2cccc(-n3cccc3)c2)cc1
CHEMBL3623751,-1.946,CCOC(=O)c1c(N)sc(C(=O)Nc2cccc([N+](=O)[O-])c2)c1C,CCOC(=O)c1c(N)sc(C(=O)Nc2cccc([N+](=O)[O-])c2)c1C
CHEMBL3623770,-1.888,COC(=O)c1c(N)sc(C(=O)Nc2cccc([N+](=O)[O-])c2)c1C,COC(=O)c1c(N)sc(C(=O)Nc2cccc([N+](=O)[O-])c2)c1C
CHEMBL4075001,-0.434,c1ccc(CCCN=c2[nH]cnc3cc(OC4CCN(CCN=c5cc[nH]c6ccccc56)C4)ccc23)cc1,c1ccc(CCCN=c2[nH]cnc3cc(OC4CCN(CCN=c5cc[nH]c6ccccc56)C4)ccc23)cc1
CHEMBL4076088,-0.465,COc1cc2[nH]ccc(=NCCN3CCC(COc4ccc5c(=NCCCc6ccccc6)[nH]cnc5c4)CC3)c2cc1OC,COc1cc2[nH]ccc(=NCCN3CCC(COc4ccc5c(=NCCCc6ccccc6)[nH]cnc5c4)CC3)c2cc1OC
CHEMBL4066944,-0.945,CN(C)c1ccc(NCCN2CCC(COc3ccc4c(=NCCCc5ccccc5)[nH]cnc4c3)CC2)c2ccccc12,CN(C)c1ccc(NCCN2CCC(COc3ccc4c(=NCCCc5ccccc5)[nH]cnc4c3)CC2)c2ccccc12
CHEMBL353650,-1.072,COc1ccc(Cl)cc1C(=O)NCCc1ccc(OCC(=O)O)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(OCC(=O)O)cc1
CHEMBL2204995,-1.433,CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccnc(N3CCN(C)CC3)c2)cc2c1cnn2C(C)C,CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccnc(N3CCN(C)CC3)c2)cc2c1cnn2C(C)C
CHEMBL1780248,-0.211,O=C(O)C(Cc1c[nH]c2ccccc12)n1c(O)ccc1O,O=C(O)C(Cc1c[nH]c2ccccc12)n1c(O)ccc1O
CHEMBL640,-1.4,CCN(CC)CCNC(=O)c1ccc(N)cc1,CCN(CC)CCNC(=O)c1ccc(N)cc1
CHEMBL563782,0.79,N=c1[nH]cnc2c1ncn2C1OC(CSCC2CCCN2)C(O)C1O,N=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CSC[C@@H]2CCCN2)[C@@H](O)[C@H]1O
CHEMBL538693,0.671,N=c1[nH]cnc2c1ncn2C1OC(CSCCCN)C(O)C1O,N=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CSCCCN)[C@@H](O)[C@H]1O
CHEMBL538627,0.509,N=c1[nH]c(Cl)nc2c1ncn2C1OC(CSC2CCNC2)C(O)C1O,N=c1[nH]c(Cl)nc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CCNC2)[C@@H](O)[C@H]1O
CHEMBL551174,0.359,OC1C(CSC2CCNC2)OC(n2cnc3c(=NCCc4ccc(-c5ccccc5)cc4)[nH]cnc32)C1O,O[C@@H]1[C@@H](CS[C@H]2CCNC2)O[C@@H](n2cnc3c(=NCCc4ccc(-c5ccccc5)cc4)[nH]cnc32)[C@@H]1O
CHEMBL3134246,-0.997,COc1ccc(Cl)cc1C(=O)Nc1ccc(CCC(=O)O)cc1,COc1ccc(Cl)cc1C(=O)Nc1ccc(CCC(=O)O)cc1
CHEMBL3134240,-0.578,COc1cccc(C(=O)NCCc2ccc(CCC(=O)O)cc2)c1,COc1cccc(C(=O)NCCc2ccc(CCC(=O)O)cc2)c1
CHEMBL4104103,-0.336,c1ccc(CCCN=c2[nH]cnc3cc(OCCCNCCN=c4cc[nH]c5ccccc45)ccc23)cc1,c1ccc(CCCN=c2[nH]cnc3cc(OCCCNCCN=c4cc[nH]c5ccccc45)ccc23)cc1
CHEMBL4082086,-0.742,c1ccc(CN2CCC(N=c3[nH]cnc4cc(OCC5CCN(CCN=c6cc[nH]c7ccccc67)CC5)ccc34)CC2)cc1,c1ccc(CN2CCC(N=c3[nH]cnc4cc(OCC5CCN(CCN=c6cc[nH]c7ccccc67)CC5)ccc34)CC2)cc1
CHEMBL597113,-0.827,O=C(O)COc1ccc(C(=O)c2cc(Br)ccc2OCC(=O)O)cc1,O=C(O)COc1ccc(C(=O)c2cc(Br)ccc2OCC(=O)O)cc1
CHEMBL3134236,-0.525,COc1ccc(Cl)cc1CNCCc1ccc(CCC(=O)O)cc1,COc1ccc(Cl)cc1CNCCc1ccc(CCC(=O)O)cc1
CHEMBL3134248,-0.658,COc1ccc(Cl)cc1C(=O)NCCc1ccc(CC(C)C(=O)O)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(CC(C)C(=O)O)cc1
CHEMBL3109630,-0.207,COc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCC1,COc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCC1
CHEMBL115145,0.132,O=C(O)c1cc(Cc2ccc(O)c(C(=O)O)c2)ccc1O,O=C(O)c1cc(Cc2ccc(O)c(C(=O)O)c2)ccc1O
CHEMBL116347,-0.041,O=C(O)c1cc(Cc2cc(Cl)c(O)c(C(=O)O)c2)cc(Cl)c1O,O=C(O)c1cc(Cc2cc(Cl)c(O)c(C(=O)O)c2)cc(Cl)c1O
CHEMBL591202,-0.337,O=C(O)CCC(NC(=O)c1c(Cl)cccc1Cl)C(=O)O,O=C(O)CCC(NC(=O)c1c(Cl)cccc1Cl)C(=O)O
CHEMBL596910,-0.789,O=C(O)CSC(=S)N1CCN(C(=S)SCC(=O)O)CC1,O=C(O)CSC(=S)N1CCN(C(=S)SCC(=O)O)CC1
CHEMBL599366,-0.862,O=CN(Cc1nc2ccccc2[nH]1)c1ccc(C(=O)O)cc1,O=CN(Cc1nc2ccccc2[nH]1)c1ccc(C(=O)O)cc1
CHEMBL591443,-0.058,CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
CHEMBL599367,-0.128,O=C(O)CCCC(C(=O)O)N1C(=O)c2ccccc2C1=O,O=C(O)CCCC(C(=O)O)N1C(=O)c2ccccc2C1=O
CHEMBL597114,-0.048,O=C(O)CCC(=O)CCC(=O)c1ccc(O)c2ncccc12,O=C(O)CCC(=O)CCC(=O)c1ccc(O)c2ncccc12
CHEMBL590522,2.325,CC(C)=CCCC1C=Cc2c(c(C)cc3c2[nH]c2cc(O)ccc23)O1,CC(C)=CCC[C@H]1C=Cc2c(c(C)cc3c2[nH]c2cc(O)ccc23)O1
CHEMBL4205107,-0.653,COc1cc2c(=NCCO)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,COc1cc2c(=NCCO)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1
CHEMBL4217332,-0.587,COc1cc2c(=NC3CCN(C)C(=O)C3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,COc1cc2c(=NC3CCN(C)C(=O)C3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1
CHEMBL4162206,-0.749,COc1cc2c(=NC3CCN(C(C)C)CC3)cc(C3CCCCC3)[nH]c2cc1OCCCN1CCCC1,COc1cc2c(=NC3CCN(C(C)C)CC3)cc(C3CCCCC3)[nH]c2cc1OCCCN1CCCC1
CHEMBL4174724,-0.63,COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccccc3)[nH]c2cc1OCCCN1CCCC1,COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccccc3)[nH]c2cc1OCCCN1CCCC1
CHEMBL4175132,-0.607,COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccccc3C)[nH]c2cc1OCCCN1CCCC1,COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccccc3C)[nH]c2cc1OCCCN1CCCC1
