ID,SMILES_chiral,SMILES_no_chiral,NPL_score
UNPD_subset_A_1,Cc1cc2c(c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1O)C(=O)c1c(O)cc(O)cc1C2=O,Cc1cc2c(c(OC3OC(CO)C(O)C(O)C3O)c1O)C(=O)c1c(O)cc(O)cc1C2=O,2.131
UNPD_subset_A_2,NCCCCNCCCCNCCCCN(CCCCN)CCCCNCCCCN,NCCCCNCCCCNCCCCN(CCCCN)CCCCNCCCCN,-0.188
UNPD_subset_A_3,C/N=C1/N(C)C(=O)C(=Cc2c[nH]c3ccccc23)N1C,CN=C1N(C)C(=O)C(=Cc2c[nH]c3ccccc23)N1C,0.284
UNPD_subset_A_4,CC=C(C)C(=O)O[C@@H]1CC[C@H](C)[C@@]2(C)CC(=O)C[C@@H]12,CC=C(C)C(=O)OC1CCC(C)C2(C)CC(=O)CC12,2.954
UNPD_subset_A_5,Cc1ccccc1,Cc1ccccc1,-0.902
UNPD_subset_A_6,CC=C(C)C(=O)O[C@@H]1CC=C2CC(=O)C(C(C)(C)O)=C[C@]2(C)[C@H]1C,CC=C(C)C(=O)OC1CC=C2CC(=O)C(C(C)(C)O)=CC2(C)C1C,2.641
UNPD_subset_A_7,COc1cc(O)c2c(=O)cc(-c3cccc(O)c3OC)oc2c1OC,COc1cc(O)c2c(=O)cc(-c3cccc(O)c3OC)oc2c1OC,1.366
UNPD_subset_A_8,COC1=CC(=O)c2cc(C)c(C3=CC(=O)c4c(O)cc(C)cc4C3=O)c(O)c2C1=O,COC1=CC(=O)c2cc(C)c(C3=CC(=O)c4c(O)cc(C)cc4C3=O)c(O)c2C1=O,1.773
UNPD_subset_A_9,CC1=C2CC(=O)[C@@](C)(C[C@@H]3O[C@](O)([C@@]4(C)O[C@@H]4C)[C@@]4(C)C(=O)OC(=C1)[C@@H]34)O2,CC1=C2CC(=O)C(C)(CC3OC(O)(C4(C)OC4C)C4(C)C(=O)OC(=C1)C34)O2,1.847
UNPD_subset_A_10,C[C@H](O)[C@]1(O)CC[C@]2(O)[C@]3(O)CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](OC(=O)c3ccccc3)[C@]12C,CC(O)C1(O)CCC2(O)C3(O)CC=C4CC(O)CCC4(C)C3CC(OC(=O)c3ccccc3)C12C,2.774
UNPD_subset_A_11,CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3[C@@H](C)O[C@@H](O[C@H]4[C@@H](O)C[C@H](O[C@H]5CC[C@@]6(C)C(=CC[C@]7(O)[C@@H]6C[C@@H](OC(=O)C=C(C)C(C)C)[C@]6(C)[C@](O)(C(C)=O)CC[C@]76O)C5)O[C@@H]4C)C[C@H]3OC)C[C@H]2OC)O[C@H](C)[C@H]1O[C@H]1C[C@@H](OC)[C@@H](O)[C@H](C)O1,COC1CC(OC2C(C)OC(OC3C(C)OC(OC4C(C)OC(OC5C(O)CC(OC6CCC7(C)C(=CCC8(O)C7CC(OC(=O)C=C(C)C(C)C)C7(C)C(O)(C(C)=O)CCC87O)C6)OC5C)CC4OC)CC3OC)CC2OC)OC(C)C1O,1.825
UNPD_subset_A_12,COc1ccc2c(c1/C=C/C(C)=O)OC(=O)CC2,COc1ccc2c(c1C=CC(C)=O)OC(=O)CC2,1.238
UNPD_subset_A_13,CC1C(=O)O[C@@H]2[C@H]1O[C@@]1(C)C(=O)[C@@]3(C)CC[C@]45C[C@]67OC(=O)C[C@H]6OC(C)(C)[C@@H]7C[C@H](O)C4C(=O)[C@@](O)(O5)[C@H]3[C@@H]21,CC1C(=O)OC2C1OC1(C)C(=O)C3(C)CCC45CC67OC(=O)CC6OC(C)(C)C7CC(O)C4C(=O)C(O)(O5)C3C21,3.319
UNPD_subset_A_14,O=C1C=C2CC[C@@H]3C[C@@]2(O1)[C@@H]1CCCN13,O=C1C=C2CCC3CC2(O1)C1CCCN31,2.686
UNPD_subset_A_15,C[C@@]12[C@H]3CC[C@]4(C)[C@@H](c5ccc(=O)oc5)CC[C@]4(O)[C@@H]3CC[C@@H]1C[C@@H](O)C[C@H]2O,CC12C(O)CC(O)CC1CCC1C2CCC2(C)C(c3ccc(=O)oc3)CCC12O,2.902
UNPD_subset_A_16,COc1cc(O)ccc1C=CC(=O)O[C@H]1C[C@H]2CC[C@]1(C)C2(C)C,COc1cc(O)ccc1C=CC(=O)OC1CC2CCC1(C)C2(C)C,1.71
UNPD_subset_A_17,C[C@@H]1CC(=O)O[C@@]12CC[C@@]1(C)C2=CC(=O)C2[C@@]3(C)CCC(=O)C(C)(C)[C@@H]3CC[C@@]21C,CC1CC(=O)OC12CCC1(C)C2=CC(=O)C2C3(C)CCC(=O)C(C)(C)C3CCC21C,2.96
UNPD_subset_A_18,CC(C)=C1C=C(C2CC[C@]3(C)C2CC[C@@H]2C4=C(CC[C@]23C)C(C)(C)[C@@H]2CC[C@H]4O2)CC1=O,CC(C)=C1C=C(C2CCC3(C)C2CCC2C4=C(CCC23C)C(C)(C)C2CCC4O2)CC1=O,2.289
UNPD_subset_A_19,CC(=O)O[C@H]1C/C(C)=C\[C@H]2OC(=O)[C@@]3(C)O[C@@]23[C@H](O)[C@@H]2[C@]3(C)O[C@@H]3C[C@@H](OC(C)=O)[C@@]2(C)[C@@H]1OC(C)=O,CC(=O)OC1CC(C)=CC2OC(=O)C3(C)OC23C(O)C2C3(C)OC3CC(OC(C)=O)C2(C)C1OC(C)=O,3.387
UNPD_subset_A_20,CC(=O)O[C@@H]1C(C)=CC(C)(C)[C@]1(O)C(=O)C=C(C)C,CC(=O)OC1C(C)=CC(C)(C)C1(O)C(=O)C=C(C)C,1.864
UNPD_subset_A_21,C=C1C[C@@]23C[C@]4(C[C@H]2C1(C)C)OCOC4=CC3=O,C=C1CC23CC4(CC2C1(C)C)OCOC4=CC3=O,2.443
UNPD_subset_A_22,COc1cc(O)c2c(c1)C(=O)c1c-2ccc(O)c1O,COc1cc(O)c2c(c1)C(=O)c1c-2ccc(O)c1O,1.375
UNPD_subset_A_23,C[C@H]1CCC[C@]2(CCCCCO2)O1,CC1CCCC2(CCCCCO2)O1,0.988
UNPD_subset_A_24,C[C@@H]1C[C@H]2CC[C@@H]1SC2(C)C,CC1CC2CCC1SC2(C)C,1.266
UNPD_subset_A_25,C[C@H]1CC[C@@H]2OC(C)(C)C(=O)CC[C@@]2(C)[C@]12C[C@H](O)[C@@H]([C@@]1(C)CC[C@@H]3OC(C)(C)C(=O)CC[C@]31C)O2,CC1CCC2OC(C)(C)C(=O)CCC2(C)C12CC(O)C(C1(C)CCC3OC(C)(C)C(=O)CCC31C)O2,2.281
UNPD_subset_A_26,COc1ccc(-c2cc(=O)c3c(OC(C)=O)cc(OC(C)=O)c(-c4cc(-c5cc(=O)c6c(OC(C)=O)cc(OC(C)=O)cc6o5)ccc4OC(C)=O)c3o2)cc1,COc1ccc(-c2cc(=O)c3c(OC(C)=O)cc(OC(C)=O)c(-c4cc(-c5cc(=O)c6c(OC(C)=O)cc(OC(C)=O)cc6o5)ccc4OC(C)=O)c3o2)cc1,0.612
UNPD_subset_A_27,C[C@H](O)c1cncc2c1C[C@@H]1c3[nH]c4ccccc4c3CCN1C2=O,CC(O)c1cncc2c1CC1c3[nH]c4ccccc4c3CCN1C2=O,0.323
UNPD_subset_A_28,COc1cc(C2CC(=O)c3ccc(O)c(O)c3O2)cc(OC)c1O,COc1cc(C2CC(=O)c3ccc(O)c(O)c3O2)cc(OC)c1O,1.432
UNPD_subset_A_29,Cc1cc(Oc2cc(C)c(O)[nH]2)[nH]c1O,Cc1cc(Oc2cc(C)c(O)[nH]2)[nH]c1O,-0.037
UNPD_subset_A_30,COC1=CC2(C=C(OC)C1=O)C[C@@H](C)[C@H](C)[C@@H](OC(C)=O)c1cc(OC)c(OC)c(OC)c12,COC1=CC2(C=C(OC)C1=O)CC(C)C(C)C(OC(C)=O)c1cc(OC)c(OC)c(OC)c12,1.629
UNPD_subset_A_31,C=CC1C=CC2C3C1C(=O)c1c(O)[nH]c(O)c1Cc1ccc(cc1)OC3[C@@H]1CC[C@@H](C)C[C@@H]21,C=CC1C=CC2C3CC(C)CCC3C3Oc4ccc(cc4)Cc4c(O)[nH]c(O)c4C(=O)C1C23,1.956
UNPD_subset_A_32,C=C1[C@H](O)C[C@@H]([C@@H](C)[C@H](OC(C)=O)[C@H](C=C(C)C)OC(C)=O)[C@@H](O)[C@@H]2C(C)=CC[C@@H]12,C=C1C(O)CC(C(C)C(OC(C)=O)C(C=C(C)C)OC(C)=O)C(O)C2C(C)=CCC12,2.424
UNPD_subset_A_33,C[C@@H]1C[C@@H]2OC(=O)C3CC[C@H]4O[C@H]5OC=C/C5=C/C[C@]1(C)[C@@H]4[C@@]32C,CC1CC2OC(=O)C3CCC4OC5OC=CC5=CCC1(C)C4C23C,3.127
UNPD_subset_A_34,COc1cc(OC)c2c(O)c3c(=O)oc(C)cc3c(O)c2c1,COc1cc(OC)c2c(O)c3c(=O)oc(C)cc3c(O)c2c1,1.077
UNPD_subset_A_35,Cc1[nH]c2ccccc2c(=O)c1C,Cc1[nH]c2ccccc2c(=O)c1C,-0.356
UNPD_subset_A_36,COc1cc(OC(C)=O)c2c(=O)c3ccccc3n(C)c2c1,COc1cc(OC(C)=O)c2c(=O)c3ccccc3n(C)c2c1,0.42
UNPD_subset_A_37,COc1cc2ccnc(C(OC)c3ccc(O)cc3)c2cc1O,COc1cc2ccnc(C(OC)c3ccc(O)cc3)c2cc1O,0.732
UNPD_subset_A_38,C[C@]12C[C@H](O)[C@H](O)CC1C(=O)C=C1C2CC[C@]2(C)[C@@H](O)CC[C@@]12O,CC12CC(O)C(O)CC1C(=O)C=C1C2CCC2(C)C(O)CCC12O,3.879
UNPD_subset_A_39,C=C1C(=O)O[C@@H]2/C=C(\C)C[C@@H](OC(C)=O)/C=C(\C)C[C@@H](OC(C)=O)[C@@H]12,C=C1C(=O)OC2C=C(C)CC(OC(C)=O)C=C(C)CC(OC(C)=O)C12,2.746
UNPD_subset_A_40,C[C@H]1[C@H]2[C@H](C[C@@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4C[C@@H](O)[C@]23C)O[C@]12CCC(C(=O)O)CN2,CC1C2C(CC3C4CC=C5CC(O)CCC5(C)C4CC(O)C32C)OC12CCC(C(=O)O)CN2,2.912
UNPD_subset_A_41,C[C@@H]1OC(=O)[C@]23CC[C@H]4[C@@H](CC=C5CC(=O)CC[C@@]54C)[C@@H]2CC[C@H]13,CC1OC(=O)C23CCC4C(CC=C5CC(=O)CCC54C)C2CCC13,2.909
UNPD_subset_A_42,C[C@H]1[C@H]2[C@H](C[C@H]3C4=CCC5CC(=O)C(=O)C[C@]5(C)[C@H]4C[C@H](O)[C@@]32C)O[C@]12CC[C@@H](C)CO2,CC1CCC2(OC1)OC1CC3C4=CCC5CC(=O)C(=O)CC5(C)C4CC(O)C3(C)C1C2C,3.212
UNPD_subset_A_43,CO[C@H](C)c1ccc(O)cc1,COC(C)c1ccc(O)cc1,0.234
UNPD_subset_A_44,C=C1[C@H]2C[C@@H]3[C@H]4N5C[C@]6(C)C[C@H](OC(=O)c7ccccc7)[C@@H](OC(C)=O)[C@@]47[C@@H]6[C@@H]5C[C@]3([C@@H]1OC(C)=O)[C@@]7(O)C2,C=C1C2CC3C4N5CC6(C)CC(OC(=O)c7ccccc7)C(OC(C)=O)C47C6C5CC3(C1OC(C)=O)C7(O)C2,2.386
UNPD_subset_A_45,CC(=O)OC1C(=O)[C@@]2(C)C3=C(C(=O)C(=O)C2C(=O)[C@]12C[C@@H]2C)C(C)(C)C=CC3,CC(=O)OC1C(=O)C2(C)C3=C(C(=O)C(=O)C2C(=O)C12CC2C)C(C)(C)C=CC3,1.924
UNPD_subset_A_46,C=C1C[C@H](O)[C@H]2C(C)C(=O)O[C@@H]2[C@H]2C(=C)[C@@H](O)C[C@@H]12,C=C1CC(O)C2C(C)C(=O)OC2C2C(=C)C(O)CC12,3.571
UNPD_subset_A_47,CO[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,COC1OCC(O)C(O)C1O,2.584
UNPD_subset_A_48,C=C1C(=O)O[C@@H]2C=C(C)[C@H]3[C@@H](O)C[C@@](C)(O)[C@@H]3[C@H](O)[C@H]12,C=C1C(=O)OC2C=C(C)C3C(O)CC(C)(O)C3C(O)C12,3.182
UNPD_subset_A_49,COc1cc(=O)c2c(cc3cc(C)oc4cc(O)oc2c34)c1O,COc1cc(=O)c2c(cc3cc(C)oc4cc(O)oc2c34)c1O,1.057
UNPD_subset_A_50,COc1cc(C(C)=O)oc(=O)c1C,COc1cc(C(C)=O)oc(=O)c1C,0.929
UNPD_subset_A_51,C=C1c2ccoc2[C@H]2O[C@@H]3C[C@@H](C)[C@@]2(C)[C@]13C,C=C1c2ccoc2C2OC3CC(C)C2(C)C13C,2.162
UNPD_subset_A_52,COc1cc(C(=O)O[C@H]2C[C@H]3C[C@H](OC(=O)c4ccccc4)[C@@H](C2)N3C)cc(OC)c1O,COc1cc(C(=O)OC2CC3CC(OC(=O)c4ccccc4)C(C2)N3C)cc(OC)c1O,1.09
UNPD_subset_A_53,CC1(C)S[C@@H]2C(Cl)C(=O)N2C1C(=O)O,CC1(C)SC2C(Cl)C(=O)N2C1C(=O)O,1.09
UNPD_subset_A_54,COc1ccc(C=CC(=O)c2ccccc2O)cc1OC,COc1ccc(C=CC(=O)c2ccccc2O)cc1OC,0.28
UNPD_subset_A_55,c1ccc2c(c1)CCCN2,c1ccc2c(c1)CCCN2,-0.222
UNPD_subset_A_56,C=C1C(=O)C=C2C(=O)C3O[C@]3(C)CC[C@@H]3O[C@@]3(C)CC[C@]1(C)C2C,C=C1C(=O)C=C2C(=O)C3OC3(C)CCC3OC3(C)CCC1(C)C2C,2.655
UNPD_subset_A_57,COc1ccc(O)cc1C,COc1ccc(O)cc1C,0.381
UNPD_subset_A_58,COc1cc(/C=C/C(=O)O[C@H]2C[C@H]3[C@H](O)[C@H](O)[C@@H](C2)N3C)cc(OC)c1OC,COc1cc(C=CC(=O)OC2CC3C(O)C(O)C(C2)N3C)cc(OC)c1OC,1.221
UNPD_subset_A_59,Oc1ccc(-c2ccccc2)cc1,Oc1ccc(-c2ccccc2)cc1,0.107
UNPD_subset_A_60,C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@]21[C@H](O)C[C@@]3(C)O,CC1CCC2C(C)(C)C3CC12C(O)CC3(C)O,2.885
UNPD_subset_A_61,O=C1c2c(-c3ccc(O)cc3)ccc3ccc(O)c(c23)[C@H]2[C@H]3c4c(O)ccc5ccc(-c6ccc(O)cc6)c(c45)C(=O)[C@]3(O)O[C@]12O,O=C1c2c(-c3ccc(O)cc3)ccc3ccc(O)c(c23)C2C3c4c(O)ccc5ccc(-c6ccc(O)cc6)c(c45)C(=O)C3(O)OC12O,0.564
UNPD_subset_A_62,CC1C(=O)C[C@@]23[C@H](C)CC[C@]2(O)[C@]1(C)COC(=O)[C@@H]3O,CC1C(=O)CC23C(=O)C(O)OCC1(C)C2(O)CCC3C,2.799
UNPD_subset_A_63,C=C1C(=O)O[C@@H]2C/C=C(\C)[C@@H](OC(C)=O)C/C=C(\C)C[C@@H]12,C=C1C(=O)OC2CC=C(C)C(OC(C)=O)CC=C(C)CC12,3.017
UNPD_subset_A_64,C/C=C/c1cc(OC)c2oc(-c3ccc(OC)cc3O)cc2c1,CC=Cc1cc(OC)c2oc(-c3ccc(OC)cc3O)cc2c1,0.826
UNPD_subset_A_65,CC(C)c1oc2c3c(ccc2c1O)C[C@](C)(O)OC3,CC(C)c1oc2c3c(ccc2c1O)CC(C)(O)OC3,1.451
UNPD_subset_A_66,CC=C(C)C(=O)O[C@@H]1C[C@H]2[C@H](CC=C3C[C@@H](O[C@H]4C[C@H](OC)[C@H](O[C@H]5C[C@H](OC)[C@H](O[C@H]6C[C@H](O)[C@H](O[C@H]7C[C@@H](OC)[C@H](O)[C@@H](C)O7)[C@@H](C)O6)[C@@H](C)O5)[C@@H](C)O4)CC[C@@H]32)[C@@]2(O)CCC(C(C)=O)[C@@H]12,CC=C(C)C(=O)OC1CC2C3CCC(OC4CC(OC)C(OC5CC(OC)C(OC6CC(O)C(OC7CC(OC)C(O)C(C)O7)C(C)O6)C(C)O5)C(C)O4)CC3=CCC2C2(O)CCC(C(C)=O)C12,1.907
UNPD_subset_A_67,C=C1CC[C@H](OO)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C,C=C1CCC(OO)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,2.729
UNPD_subset_A_68,C=C(C)C(=O)O[C@@H]1C[C@H]2O[C@@H]2C[C@H](OC(C)=O)/C(C)=C\[C@H]2OC(=O)C(=C)[C@@H]21,C=C(C)C(=O)OC1CC2OC2CC(OC(C)=O)C(C)=CC2OC(=O)C(=C)C21,2.716
UNPD_subset_A_69,COC1=CC[C@@H]2C[C@H]3O[C@@H](OC)C[C@H]4[C@](C)(O)[C@H](O)[C@@H](O)[C@H]([C@@]2(C)C1=O)[C@@]34C,COC1=CCC2CC3OC(OC)CC4C(C)(O)C(O)C(O)C(C2(C)C1=O)C34C,3.127
UNPD_subset_A_70,CC(=O)C1CC=C2CC(=O)C[C@H](C)[C@@]2(C)C1,CC(=O)C1CC=C2CC(=O)CC(C)C2(C)C1,2.568
UNPD_subset_A_71,C[C@@H]1O[C@@H](OC(=O)C=Cc2ccc(O)cc2)[C@H](O)[C@H](O)[C@H]1O,CC1OC(OC(=O)C=Cc2ccc(O)cc2)C(O)C(O)C1O,2.023
UNPD_subset_A_72,CC(C)[C@H]1CC[C@H]2[C@]3(C)CCC4=C(CC[C@H]5C(C)(C)[C@@H](O)CC[C@]45C)[C@@]3(C)CC[C@]12C,CC(C)C1CCC2C1(C)CCC1(C)C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3,3.288
UNPD_subset_A_73,C=C[C@]1(C)CC[C@@H]2C(=C)CC[C@@H](C)[C@]2(C)O1,C=CC1(C)CCC2C(=C)CCC(C)C2(C)O1,3.352
UNPD_subset_A_74,CC1C[C@@H]2C3=CC4C(=O)C[C@@H](C[C@H](O)C[C@H]3C=CC2C1=O)OC4=O,CC1CC2C(=CCC3CC(O)CC4CC(=O)C(=CC32)C(=O)O4)C1=O,1.731
UNPD_subset_A_75,CSc1cc2nccc3c4ccccc4n(c1=O)c23,CSc1cc2nccc3c4ccccc4n(c1=O)c23,-0.118
UNPD_subset_A_76,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)[C@H]4[C@@H](O)C[C@]5(C)[C@@H](C)CCC[C@H]5[C@]4(C)CC[C@@]3(C)[C@H]12,CC1CCC2(C)CCC3(C)C4C(O)CC5(C)C(C)CCCC5C4(C)CCC3(C)C2C1C,2.589
UNPD_subset_A_77,C=CC(C)(C)[C@@]12C=C(OC)C(=O)N3C(=Cc4c[nH]cn4)C(=O)N[C@]31N(OC)c1ccccc12,C=CC(C)(C)C12C=C(OC)C(=O)N3C(=Cc4c[nH]cn4)C(=O)NC31N(OC)c1ccccc12,1.552
UNPD_subset_A_78,CS/C=C\C(=O)O[C@@H]1C[C@H](C)[C@@]2(C)Cc3c(C)coc3[C@H](O)[C@H]2C1,CSC=CC(=O)OC1CC(C)C2(C)Cc3c(C)coc3C(O)C2C1,2.345
UNPD_subset_A_79,COc1c2c(c3ccoc3c1OC)O[C@@H](c1ccccc1)[C@@H](OC)[C@H]2OC,COc1c2c(c3ccoc3c1OC)OC(c1ccccc1)C(OC)C2OC,1.769
UNPD_subset_A_80,CO[C@@H]1O[C@@H]([C@@H](O)C(C)(C)O)C[C@H]1[C@@H]1CC=C2[C@H]3[C@H](CC[C@]21C)[C@@]1(C)C=CC(=O)C(C)(C)[C@@H]1C[C@H]3O,COC1OC(C(O)C(C)(C)O)CC1C1CC=C2C3C(O)CC4C(C)(C)C(=O)C=CC4(C)C3CCC21C,3.34
UNPD_subset_A_81,C[C@@H]1[C@]23CCCN4CC[C@@]5(c6ccccc6N[C@@]15CC2)[C@@H]43,CC1C23CCCN4CCC5(c6ccccc6NC15CC2)C43,1.978
UNPD_subset_A_82,CC(C)(O)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CC(C)(O)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C12,2.991
UNPD_subset_A_83,CC1=CC[C@H]([C@](C)(O)/C=C/[C@@H](O)C(C)(C)O)CC1,CC1=CCC(C(C)(O)C=CC(O)C(C)(C)O)CC1,2.252
UNPD_subset_A_84,C=C1C(=O)O[C@@H]2[C@H]1[C@@H](O)[C@H](OC(=O)C=C(C)C)C(C)=C1C[C@H]3O[C@@]3(C)[C@@]12O,C=C1C(=O)OC2C1C(O)C(OC(=O)C=C(C)C)C(C)=C1CC3OC3(C)C12O,2.927
UNPD_subset_A_85,C=C(C)[C@H]1C/C=C(\C)CC/C=C(\C)C[C@@H](O)/C=C(\C)[C@@H](O)C1,C=C(C)C1CC=C(C)CCC=C(C)CC(O)C=C(C)C(O)C1,2.857
UNPD_subset_A_86,CN1CCc2ccccc2C1,CN1CCc2ccccc2C1,-0.539
UNPD_subset_A_87,CC(C)=C/C=C/[C@@](C)(O)[C@@H]1CC=C(C)[C@]23CC[C@@H](C)[C@H]2[C@H]13,CC(C)=CC=CC(C)(O)C1CC=C(C)C23CCC(C)C2C13,2.553
UNPD_subset_A_88,CC(C)(O)C1=CC(=O)[C@@](C)(O)CC1,CC(C)(O)C1=CC(=O)C(C)(O)CC1,2.714
UNPD_subset_A_89,COc1cc2c(cc1OC)-c1c(O)c(OC)cc3c1[C@H](C2)NC[C@@H]3O,COc1cc2c(cc1OC)-c1c(O)c(OC)cc3c1C(C2)NCC3O,1.525
UNPD_subset_A_90,CC(=O)c1c(C)cc(O)c2c(O)c3c(O)cccc3c(-c3c4c(c(O)c5c(O)cccc35)C(=O)C[C@](C)(O)C4C(C)=O)c12,CC(=O)c1c(C)cc(O)c2c(O)c3c(O)cccc3c(-c3c4c(c(O)c5c(O)cccc35)C(=O)CC(C)(O)C4C(C)=O)c12,1.267
UNPD_subset_A_91,C[C@H]1C[C@H](O)[C@H](O)C[C@H]1O,CC1CC(O)C(O)CC1O,2.14
UNPD_subset_A_92,C=CC#Cc1ccc(C#CC#CC)s1,C=CC#Cc1ccc(C#CC#CC)s1,2.148
UNPD_subset_A_93,C=C1CCC[C@@]2(C)CC[C@@H](C(C)C)[C@H](OC(C)=O)[C@@H]12,C=C1CCCC2(C)CCC(C(C)C)C(OC(C)=O)C12,2.908
UNPD_subset_A_94,COc1ccc2c(c1)c(=O)c(OC)c(-c1ccccc1)n2C,COc1ccc2c(c1)c(=O)c(OC)c(-c1ccccc1)n2C,-0.093
UNPD_subset_A_95,C=C1CC[C@@H](C(C)C)C2=CC(C)C(=O)C[C@]23[C@@H](C)CC[C@@H]13,C=C1CCC(C(C)C)C2=CC(C)C(=O)CC23C(C)CCC13,2.549
UNPD_subset_A_96,C=C1C=C(C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)C=CC(C)C(=O)C[C@@H](O)[C@@H](C)/C=C\C=CC=CC(=O)Nc2cc(O)c3c(c(O)c(C)cc3c2O)C1=O,C=C1C=C(C)C(O)C(C)C=CC(O)C=CC(C)C(=O)CC(O)C(C)C=CC=CC=CC(=O)Nc2cc(O)c3c(c(O)c(C)cc3c2O)C1=O,1.91
UNPD_subset_A_97,O=S(=O)(c1ccccc1)c1ccccc1,O=S(=O)(c1ccccc1)c1ccccc1,-0.955
UNPD_subset_A_98,Cc1cc(C)c2coc(O)c2c1O,Cc1cc(C)c2coc(O)c2c1O,0.422
UNPD_subset_A_99,C[C@@H]1CC[C@@]2(O)[C@@]13C[C@H](OC(=O)C3O)[C@](C)(O)[C@@]21COC1=O,CC1CCC2(O)C13CC(OC(=O)C3O)C(C)(O)C21COC1=O,3.582
UNPD_subset_A_100,C=C1C(=O)O[C@H]2[C@H]1[C@H](OC(=O)C(C)=CC)[C@H](O)C(=C)[C@@H]1CC=C(C)[C@@H]12,C=C1C(O)C(OC(=O)C(C)=CC)C2C(=C)C(=O)OC2C2C(C)=CCC12,3.311
UNPD_subset_A_101,CC1=CCC(=O)C2CC(=O)[C@@]3(O)C(C)=CO[C@H]3[C@]12C,CC1=COC2C1(O)C(=O)C=C1C(=O)CCC(C)C12C,2.507
UNPD_subset_A_102,CC(C)C1=C2C3CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)CC1=O,CC(C)C1=C2C3CCC4C5(C)CCC(=O)C(C)(C)C5CCC4(C)C3(C)CCC2(C)CC1=O,2.751
UNPD_subset_A_103,C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OO)C(C)=C3C[C@H]12,C=C1C(=O)OC2CC3(C)CCC(OO)C(C)=C3CC12,3.469
UNPD_subset_A_104,C[C@@H]1C[C@H]2O[C@]3(C[C@@]4(C)[C@@H]5[C@@H](O)[C@H](O)[C@H]6C(C)(C)[C@@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)CC[C@@]67C[C@@]57CC[C@]4(C)[C@@H]13)O[C@@H]2C(C)(C)O,CC1CC2OC3(CC4(C)C5C(O)C(O)C6C(C)(C)C(OC7OCC(O)C(O)C7O)CCC67CC57CCC4(C)C13)OC2C(C)(C)O,2.848
UNPD_subset_A_105,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4c(O)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3o2)cc1,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4c(O)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3o2)cc1,0.746
UNPD_subset_A_106,C[C@@H]1[C@@H]([C@@H]2O[C@H](O)[C@@]3(C)O[C@@]23C)O[C@@]2(O)C[C@H]3[C@@H](C[C@@H](O)[C@@]4(O)C=CCC(=O)[C@]34C)[C@@H]3CC[C@]1(O)[C@]32C,CC1C(C2OC(O)C3(C)OC23C)OC2(O)CC3C(CC(O)C4(O)C=CCC(=O)C34C)C3CCC1(O)C32C,3.306
UNPD_subset_A_107,C=CC(C)(C)C(=C)C(C)(C)O,C=CC(C)(C)C(=C)C(C)(C)O,1.172
UNPD_subset_A_108,CC1=Cc2oc3cc(O)c(O)cc3c(=O)c2CO1,CC1=Cc2oc3cc(O)c(O)cc3c(=O)c2CO1,1.606
UNPD_subset_A_109,COc1cc(O)cc(C=C2CC(=O)C[C@H](O)O2)c1,COc1cc(O)cc(C=C2CC(=O)CC(O)O2)c1,1.298
UNPD_subset_A_110,CC(C)=C1CC2=C(C)CCC[C@]2(C)C[C@H]1O,CC(C)=C1CC2=C(C)CCCC2(C)CC1O,2.229
UNPD_subset_A_111,C=C1C=c2c(O)c3c(O)c(OC)cc(OC)c3c(O)c2=CO1,C=C1C=c2c(O)c3c(O)c(OC)cc(OC)c3c(O)c2=CO1,1.13
UNPD_subset_A_112,CC(=O)O[C@H]1C[C@@H](OC(=O)c2ccccc2)C(C)(C)[C@H]2CC[C@@]3(C)C4=CC[C@@H]([C@@H]5COC(C)(C)[C@@H](O)[C@H](O)C5)[C@]4(C)CC[C@@H]3[C@@]12C,CC(=O)OC1CC(OC(=O)c2ccccc2)C(C)(C)C2CCC3(C)C4=CCC(C5COC(C)(C)C(O)C(O)C5)C4(C)CCC3C12C,2.601
