ID,SMILES_chiral,SMILES_no_chiral,NPL_score
REAL_subset_1,Fc1ccc2c(c1)CN(CCc1cc(Cl)ccn1)C2,Fc1ccc2c(c1)CN(CCc1cc(Cl)ccn1)C2,-1.862
REAL_subset_2,CC(C(=O)NC(C(C)(C)C)C(C)(C)C)C(C)S(C)(=O)=O,CC(C(=O)NC(C(C)(C)C)C(C)(C)C)C(C)S(C)(=O)=O,-0.272
REAL_subset_3,CC(C)N(C)C(=O)C(N)C(O)C(C)(C)C,CC(C)N(C)C(=O)C(N)C(O)C(C)(C)C,0.049
REAL_subset_4,CC(C)NC(=O)C(C)NC(=O)N(C)C(C)(C)C,CC(C)NC(=O)C(C)NC(=O)N(C)C(C)(C)C,-0.962
REAL_subset_5,Clc1ncsc1CN(CCc1nn[nH]n1)CC1CCCCC1,Clc1ncsc1CN(CCc1nn[nH]n1)CC1CCCCC1,-1.801
REAL_subset_6,Clc1cc2cc(CN3CCOCC(n4cccn4)C3)[nH]c2cc1Cl,Clc1cc2cc(CN3CCOCC(n4cccn4)C3)[nH]c2cc1Cl,-1.801
REAL_subset_7,Clc1ccc2c(N3CCOCC3c3cc[nH]n3)nncc2c1,Clc1ccc2c(N3CCOCC3c3cc[nH]n3)nncc2c1,-1.485
REAL_subset_8,Clc1cccc(-c2cc(CN3CCOC(c4ccoc4)C3)no2)c1,Clc1cccc(-c2cc(CN3CCOC(c4ccoc4)C3)no2)c1,-1.46
REAL_subset_9,Clc1cccc(SC2CCN(Cc3ccc4c(n3)OCCO4)C2)c1,Clc1cccc(SC2CCN(Cc3ccc4c(n3)OCCO4)C2)c1,-1.484
REAL_subset_10,Clc1cccc2nc(N3CCOCC(n4cccn4)C3)cnc12,Clc1cccc2nc(N3CCOCC(n4cccn4)C3)cnc12,-1.979
REAL_subset_11,CCC1CCc2ccccc2N1S(=O)(=O)c1[nH]ncc1Br,CCC1CCc2ccccc2N1S(=O)(=O)c1[nH]ncc1Br,-1.251
REAL_subset_12,COCCC(C)NCC(C)CC(C)C,COCCC(C)NCC(C)CC(C)C,0.227
REAL_subset_13,Clc1cc(Sc2ncc3n2CCC3)nc(C2CCCO2)n1,Clc1cc(Sc2ncc3n2CCC3)nc(C2CCCO2)n1,-1.22
REAL_subset_14,Clc1ccc(C2CN=C(N3CCOC4(CCSC4)CC3)N2)cc1,Clc1ccc(C2CN=C(N3CCOC4(CCSC4)CC3)N2)cc1,-0.441
REAL_subset_15,FC(F)(F)c1ncc(Cl)c(N2CCCC2c2nc(C3CC3)no2)n1,FC(F)(F)c1ncc(Cl)c(N2CCCC2c2nc(C3CC3)no2)n1,-1.717
REAL_subset_16,Fc1cc(-c2noc(C3(c4ccno4)CCOCC3)n2)ccc1C(F)(F)F,Fc1cc(-c2noc(C3(c4ccno4)CCOCC3)n2)ccc1C(F)(F)F,-1.319
REAL_subset_17,Fc1cc2c(cc1F)NCCN(c1nnc(SC(F)(F)F)s1)C2,Fc1cc2c(cc1F)NCCN(c1nnc(SC(F)(F)F)s1)C2,-1.852
REAL_subset_18,Fc1ccc(C(F)(F)F)c(-c2noc(-c3c[nH]nc3C3CNC3)n2)c1,Fc1ccc(C(F)(F)F)c(-c2noc(-c3c[nH]nc3C3CNC3)n2)c1,-1.667
REAL_subset_19,Fc1ccc(Cl)c(C2CCCN2c2nccn3cncc23)c1,Fc1ccc(Cl)c(C2CCCN2c2nccn3cncc23)c1,-1.486
REAL_subset_20,Fc1cccc2c1CC(c1nc(C3CNCCO3)no1)O2,Fc1cccc2c1CC(c1nc(C3CNCCO3)no1)O2,-0.763
REAL_subset_21,N#Cc1ccc(CNC(=O)Nc2cc(F)c(C#N)c(Br)c2)s1,N#Cc1ccc(CNC(=O)Nc2cc(F)c(C#N)c(Br)c2)s1,-2.197
REAL_subset_22,CO[C@@H]1CC(N2CCC(OC3CCN(C)CC3)C2)C[C@H]1OC,COC1CC(N2CCC(OC3CCN(C)CC3)C2)CC1OC,0.286
REAL_subset_23,CO[C@@H]1CC(N2CCCC(OC(C)C)C2)C[C@H]1OC,COC1CC(N2CCCC(OC(C)C)C2)CC1OC,0.496
REAL_subset_24,CO[C@@H]1CCN(C2CC(OC(C)C)C2)[C@@H]1C,COC1CCN(C2CC(OC(C)C)C2)C1C,1.484
REAL_subset_25,Clc1cc(CNCc2ccco2)sc1Cl,Clc1cc(CNCc2ccco2)sc1Cl,-1.774
REAL_subset_26,Clc1cccc(N=c2cc(-c3ncccn3)[nH]cn2)c1,Clc1cccc(N=c2cc(-c3ncccn3)[nH]cn2)c1,-1.303
REAL_subset_27,Clc1c[nH]c(=NCC=CBr)s1,Clc1c[nH]c(=NCC=CBr)s1,-0.426
REAL_subset_28,Clc1nc(=NCCc2ccc3ncsc3c2)c2[nH]ccc2[nH]1,Clc1nc(=NCCc2ccc3ncsc3c2)c2[nH]ccc2[nH]1,-0.845
REAL_subset_29,Clc1nsc2c(-c3cncnc3)cccc12,Clc1nsc2c(-c3cncnc3)cccc12,-1.341
REAL_subset_30,FC(CN=c1cc[nH]c(Br)n1)C(F)(F)F,FC(CN=c1cc[nH]c(Br)n1)C(F)(F)F,-0.642
REAL_subset_31,Cc1cccc(C(CNC(=O)c2ccc(C)c(C)n2)NC(=O)C2=CCCS2)c1,Cc1cccc(C(CNC(=O)c2ccc(C)c(C)n2)NC(=O)C2=CCCS2)c1,-0.906
REAL_subset_32,C1CCC(OCCN2CCOC(C3CCOCC3)C2)OC1,C1CCC(OCCN2CCOC(C3CCOCC3)C2)OC1,-0.19
REAL_subset_33,c1cc(-c2cnc3nsnc3c2)c2cnsc2c1,c1cc(-c2cnc3nsnc3c2)c2cnsc2c1,-1.334
REAL_subset_34,c1cc(-c2cc3ncccc3s2)c2snnc2c1,c1cc(-c2cc3ncccc3s2)c2snnc2c1,-1.802
REAL_subset_35,c1cnc2cc(-c3ccc(-c4cscn4)nc3)cnc2c1,c1cnc2cc(-c3ccc(-c4cscn4)nc3)cnc2c1,-1.546
REAL_subset_36,c1cnc2cc(-c3cccc4[nH]cnc34)cnc2c1,c1cnc2cc(-c3cccc4[nH]cnc34)cnc2c1,-1.014
REAL_subset_37,c1cc2cc(-c3cnc4nsnc4c3)sc2cn1,c1cc2cc(-c3cnc4nsnc4c3)sc2cn1,-1.49
REAL_subset_38,C=Cc1ccccc1NC(=O)NC(C)C(O)C(C)C,C=Cc1ccccc1NC(=O)NC(C)C(O)C(C)C,-0.427
REAL_subset_39,C=Cc1csc(=NC(=O)c2cnsc2C)[nH]1,C=Cc1csc(=NC(=O)c2cnsc2C)[nH]1,-1.488
REAL_subset_40,CC(=Cc1cc(C)n[nH]c1=O)c1ccccc1Cl,CC(=Cc1cc(C)n[nH]c1=O)c1ccccc1Cl,-1.29
REAL_subset_41,Cc1coc(C(=O)N2C3CCCC2CN(C(=O)c2cncc(C)c2C)C3)c1,Cc1coc(C(=O)N2C3CCCC2CN(C(=O)c2cncc(C)c2C)C3)c1,-0.513
REAL_subset_42,Cc1[nH]c2cccc(Br)c2c1CCN=c1cc[nH]c(C#N)n1,Cc1[nH]c2cccc(Br)c2c1CCN=c1cc[nH]c(C#N)n1,-0.655
REAL_subset_43,CC1(OCC(=O)N2CCC3(CCCN3C(=O)CC[C@@H]3CCCO3)C2)CCCC1,CC1(OCC(=O)N2CCC3(CCCN3C(=O)CCC3CCCO3)C2)CCCC1,-0.198
REAL_subset_44,Cc1ncc(NCCc2c(C)[nH]c3cccc(Br)c23)c(C#N)n1,Cc1ncc(NCCc2c(C)[nH]c3cccc(Br)c23)c(C#N)n1,-1.285
REAL_subset_45,CC12CCCC(C(=O)N3C[C@@H]4C[C@H]3CN4C(=O)COCC(F)(F)F)(CO1)C2,CC12CCCC(C(=O)N3CC4CC3CN4C(=O)COCC(F)(F)F)(CO1)C2,-0.328
REAL_subset_46,Cc1ccc(CN(CCc2nccnc2C)CC(C)C#N)c(F)c1,Cc1ccc(CN(CCc2nccnc2C)CC(C)C#N)c(F)c1,-1.669
REAL_subset_47,CC1(NC(=O)C2CC[C@H]3CC[C@H]2O3)CCCN(C(=O)C2C(C)(C)OC2(C)C)C1,CC1(NC(=O)C2CCC3CCC2O3)CCCN(C(=O)C2C(C)(C)OC2(C)C)C1,0.689
REAL_subset_48,CC1(NC(=O)C2[C@H]3CCCO[C@@H]23)CCN(C(=O)C2C(C)(C)CCCC2(C)C)C1,CC1(NC(=O)C2C3CCCOC32)CCN(C(=O)C2C(C)(C)CCCC2(C)C)C1,0.484
REAL_subset_49,CC1(NC(=O)C2CC(OC(C)(C)C)C2)CN(C(=O)C2(N3CCOCC3)CC2)C1,CC1(NC(=O)C2CC(OC(C)(C)C)C2)CN(C(=O)C2(N3CCOCC3)CC2)C1,-0.372
REAL_subset_50,CC12CCC(C(=O)N3CC(C)(NC(=O)C4CCS(=O)(=O)C4)C3)(C1)OC2,CC12CCC(C(=O)N3CC(C)(NC(=O)C4CCS(=O)(=O)C4)C3)(C1)OC2,-0.461
REAL_subset_51,O=C(NCC1CCC2(CCC2)C1O)c1cccc(=O)[nH]1,O=C(NCC1CCC2(CCC2)C1O)c1cccc(=O)[nH]1,0.833
REAL_subset_52,FC(F)n1ccnc1Cc1noc(-c2coc(OCC(F)(F)F)n2)n1,FC(F)n1ccnc1Cc1noc(-c2coc(OCC(F)(F)F)n2)n1,-1.955
REAL_subset_53,N#CC1CC(C(=O)N2CCCCC2C2(NC(=O)C3CCCS3(=O)=O)CC2)C1,N#CC1CC(C(=O)N2CCCCC2C2(NC(=O)C3CCCS3(=O)=O)CC2)C1,-0.309
REAL_subset_54,Clc1nc2ccc(CCc3nc(-c4ncc[nH]4)no3)cc2s1,Clc1nc2ccc(CCc3nc(-c4ncc[nH]4)no3)cc2s1,-2.078
REAL_subset_55,Fc1cccnc1C(F)(F)c1nc(CCc2noc3ccccc23)no1,Fc1cccnc1C(F)(F)c1nc(CCc2noc3ccccc23)no1,-1.533
REAL_subset_56,CC(NC(=O)C1CCCCC1)C(=O)N[C@@H]1[C@H]2CCN(C(=O)C3CC3(C)C)[C@H]21,CC(NC(=O)C1CCCCC1)C(=O)NC1C2CCN(C(=O)C3CC3(C)C)C21,-0.156
REAL_subset_57,C[C@H](O)C(C(=O)N[C@H]1C[C@H](F)CN(C(=O)C2C[C@H]2OC(C)(C)C)C1)N(C)C,CC(O)C(C(=O)NC1CC(F)CN(C(=O)C2CC2OC(C)(C)C)C1)N(C)C,-0.412
REAL_subset_58,C[C@H]1CC1C(=O)N1C[C@H]2[C@H](NC(=O)C3CCC[C@H](OC(F)(F)F)C3)[C@H]2C1,CC1CC1C(=O)N1CC2C(C1)C2NC(=O)C1CCCC(OC(F)(F)F)C1,-0.394
REAL_subset_59,C[C@H]1[C@@H](NC(=O)C(F)(F)C2(O)CCC2)CCN1C(=O)[C@@]12C[C@@H](F)[C@@H]1C2,CC1C(NC(=O)C(F)(F)C2(O)CCC2)CCN1C(=O)C12CC(F)C1C2,0.313
REAL_subset_60,CC1(O)CC(C(=O)N[C@H]2C[C@H](F)CN(C(=O)C3C[C@]3(C)C(F)F)C2)C1,CC1(O)CC(C(=O)NC2CC(F)CN(C(=O)C3CC3(C)C(F)F)C2)C1,-0.263
REAL_subset_61,CN(Cc1nnn(CC(F)(F)F)n1)c1ccc2cc(C(=O)O)ccc2c1,CN(Cc1nnn(CC(F)(F)F)n1)c1ccc2cc(C(=O)O)ccc2c1,-1.549
REAL_subset_62,CC[C@H](C)[C@@H](C)NCC1C(C)(C)C1(C)C,CCC(C)C(C)NCC1C(C)(C)C1(C)C,0.471
REAL_subset_63,Cc1cccn2c(=O)c(C(=O)N3CCc4cc(Cl)c(O)cc4C3)cnc12,Cc1cccn2c(=O)c(C(=O)N3CCc4cc(Cl)c(O)cc4C3)cnc12,-1.547
REAL_subset_64,CC[C@@H](NCC1C(C)(C)C1(C)C)C(F)F,CCC(NCC1C(C)(C)C1(C)C)C(F)F,0.158
REAL_subset_65,Cc1nc(C(=O)N2CCc3c(ccnc3N(C)C)C2)nn1-c1ccc(Cl)cc1,Cc1nc(C(=O)N2CCc3c(ccnc3N(C)C)C2)nn1-c1ccc(Cl)cc1,-1.96
REAL_subset_66,Cn1nnnc1C1=CCN(C(=O)c2ccc3ncc(Br)cn23)CC1,Cn1nnnc1C1=CCN(C(=O)c2ccc3ncc(Br)cn23)CC1,-2.302
REAL_subset_67,CCN(CC)CCCN(C)CCC(C)(C)F,CCN(CC)CCCN(C)CCC(C)(C)F,-1.223
REAL_subset_68,Cc1nc(C(=O)N2CCCC3(NC(=O)C(C)C)CC3C2)c2cc[nH]c2n1,Cc1nc(C(=O)N2CCCC3(NC(=O)C(C)C)CC3C2)c2cc[nH]c2n1,-0.563
REAL_subset_69,Cc1nc(C(=O)NC2CCN(C(=O)c3cncc(C(C)C)c3)CC2)ccc1C#N,Cc1nc(C(=O)NC2CCN(C(=O)c3cncc(C(C)C)c3)CC2)ccc1C#N,-1.794
REAL_subset_70,CC1OC2(CCN(C(=O)C3CCO[C@H]3c3ccnn3C(C)C)CC2)NC1=O,CC1OC2(CCN(C(=O)C3CCOC3c3ccnn3C(C)C)CC2)NC1=O,-0.616
REAL_subset_71,CC(C)n1cc(CC(=O)NCc2nc(=N)s[nH]2)cn1,CC(C)n1cc(CC(=O)NCc2nc(=N)s[nH]2)cn1,-1.872
REAL_subset_72,C1CC2(CCO1)CNC2CN1CCOC(COCC2CC2)C1,C1CC2(CCO1)CNC2CN1CCOC(COCC2CC2)C1,-0.468
REAL_subset_73,C=C(c1ccccc1)C(C)N(C)C(=O)c1ccc(S(N)(=O)=O)cc1Cl,C=C(c1ccccc1)C(C)N(C)C(=O)c1ccc(S(N)(=O)=O)cc1Cl,-1.249
REAL_subset_74,C=Cc1ccc(C(=O)NC(C)C(C)NC(=O)c2cc(C)nc(C)n2)cc1,C=Cc1ccc(C(=O)NC(C)C(C)NC(=O)c2cc(C)nc(C)n2)cc1,-0.873
REAL_subset_75,C=Cc1csc(=NS(=O)(=O)c2cc(Cl)cc3cccnc23)[nH]1,C=Cc1csc(=NS(=O)(=O)c2cc(Cl)cc3cccnc23)[nH]1,-1.663
REAL_subset_76,C=Cc1csc(=NS(=O)(=O)c2ccc(Br)c(C)c2F)[nH]1,C=Cc1csc(=NS(=O)(=O)c2ccc(Br)c(C)c2F)[nH]1,-1.489
REAL_subset_77,CC(=O)C(C)(NC(=O)c1ccnc2cc(C)ccc12)c1ccccc1,CC(=O)C(C)(NC(=O)c1ccnc2cc(C)ccc12)c1ccccc1,-0.885
REAL_subset_78,CC(=O)C(C)(NC(=O)c1ncnc2ccsc12)c1ccccc1,CC(=O)C(C)(NC(=O)c1ncnc2ccsc12)c1ccccc1,-1.137
REAL_subset_79,CC(=O)N(C)C(C)(C)C(=O)NC(C)c1ccc(-c2cccnc2)cc1,CC(=O)N(C)C(C)(C)C(=O)NC(C)c1ccc(-c2cccnc2)cc1,-0.984
REAL_subset_80,CC(=O)N(C)C(C)(C)C(=O)N=c1[nH]nc(-c2ccc(Cl)cc2F)s1,CC(=O)N(C)C(C)(C)C(=O)N=c1[nH]nc(-c2ccc(Cl)cc2F)s1,-1.531
REAL_subset_81,COc1cccc(C(C)C(=O)NC(Cc2cscn2)C(=O)O)c1,COc1cccc(C(C)C(=O)NC(Cc2cscn2)C(=O)O)c1,-0.999
REAL_subset_82,Cc1nc2c(n1C1CCN(c3nnc(C(C)(F)F)o3)C1)CCCC2,Cc1nc2c(n1C1CCN(c3nnc(C(C)(F)F)o3)C1)CCCC2,-1.257
REAL_subset_83,NC(Cc1cccc(NC(=O)CCc2cscc2Br)c1)C(=O)O,NC(Cc1cccc(NC(=O)CCc2cscc2Br)c1)C(=O)O,-0.571
REAL_subset_84,CCN1CC2(CCN(CCOC3(C#N)CCOC3)CC2)[C@@H]2COC[C@@H]21,CCN1CC2(CCN(CCOC3(C#N)CCOC3)CC2)C2COCC21,-0.08
REAL_subset_85,NC(=O)C(NS(=O)(=O)c1c[nH]c2cc(Cl)ccc12)c1ccccn1,NC(=O)C(NS(=O)(=O)c1c[nH]c2cc(Cl)ccc12)c1ccccn1,-1.524
REAL_subset_86,NC(=O)c1csc(C(=O)Nc2ccc3nc(C(F)(F)F)sc3c2)c1,NC(=O)c1csc(C(=O)Nc2ccc3nc(C(F)(F)F)sc3c2)c1,-2.179
REAL_subset_87,NS(=O)(=O)c1ccc(NC(=O)c2sc3cccnc3c2Cl)cn1,NS(=O)(=O)c1ccc(NC(=O)c2sc3cccnc3c2Cl)cn1,-2.326
REAL_subset_88,Cc1cc(=NC(=O)c2sc3cccnc3c2N)[nH]c2cc(O)ccc12,Cc1cc(=NC(=O)c2sc3cccnc3c2N)[nH]c2cc(O)ccc12,-0.838
REAL_subset_89,Cc1cnc(C(=O)NC(C)C(NC(=O)c2cccnn2)c2ccccc2)c(F)c1,Cc1cnc(C(=O)NC(C)C(NC(=O)c2cccnn2)c2ccccc2)c(F)c1,-1.34
REAL_subset_90,CNS(=O)(=O)c1csc(C(=O)NC(C)c2ccc(-c3cccnc3)cc2)c1,CNS(=O)(=O)c1csc(C(=O)NC(C)c2ccc(-c3cccnc3)cc2)c1,-1.837
REAL_subset_91,C[C@@H]1CC1C(=O)NCC12CCC(C1)N(C(=O)CCc1nc(C(C)(C)C)no1)C2,CC1CC1C(=O)NCC12CCC(C1)N(C(=O)CCc1nc(C(C)(C)C)no1)C2,-1.135
REAL_subset_92,CN(C)CCN(C)CCCN(C)C(CF)CF,CN(C)CCN(C)CCCN(C)C(CF)CF,-1.044
REAL_subset_93,Clc1c(-c2cnn3ncccc23)ccc2cnoc12,Clc1c(-c2cnn3ncccc23)ccc2cnoc12,-0.986
REAL_subset_94,Clc1c(-c2ccc(N3CCCC3)nc2)ccc2cnoc12,Clc1c(-c2ccc(N3CCCC3)nc2)ccc2cnoc12,-1.406
REAL_subset_95,Clc1c(C2=CCN(c3ncccn3)CC2)ccc2cnoc12,Clc1c(C2=CCN(c3ncccn3)CC2)ccc2cnoc12,-1.04
REAL_subset_96,Clc1c(C2=CCSCC2)cnc2cccnc12,Clc1c(C2=CCSCC2)cnc2cccnc12,-0.869
REAL_subset_97,Clc1c(-c2cn3ccccc3n2)ccc2cnoc12,Clc1c(-c2cn3ccccc3n2)ccc2cnoc12,-1.857
REAL_subset_98,Clc1c(-c2cnn(C3CCCCO3)n2)ccc2ocnc12,Clc1c(-c2cnn(C3CCCCO3)n2)ccc2ocnc12,-0.344
REAL_subset_99,Clc1c(C=C2CCOC2)cnc2cccnc12,Clc1c(C=C2CCOC2)cnc2cccnc12,-0.838
REAL_subset_100,Clc1cc(C=C2CCOC2)sc1Cl,Clc1cc(C=C2CCOC2)sc1Cl,-0.656
REAL_subset_101,C[C@]1(CO)CCCN1C(=O)C(F)(F)c1cc(F)cc(C(F)(F)F)c1,CC1(CO)CCCN1C(=O)C(F)(F)c1cc(F)cc(C(F)(F)F)c1,-0.535
REAL_subset_102,N=c1[nH]c(-c2ccncc2)ncc1-c1cccc2c(Cl)c[nH]c12,N=c1[nH]c(-c2ccncc2)ncc1-c1cccc2c(Cl)c[nH]c12,-0.494
REAL_subset_103,O=C(NCC(CC(F)(F)F)NC(=O)C1(O)CCC1)C1[C@@H]2CCC(F)(F)[C@H]12,O=C(NCC(CC(F)(F)F)NC(=O)C1(O)CCC1)C1C2CCC(F)(F)C21,0.17
REAL_subset_104,O=C(NCC1(CO)CCN(C(=O)CC2CCCC3(CC3)C2)CC1)C1OCCO1,O=C(NCC1(CO)CCN(C(=O)CC2CCCC3(CC3)C2)CC1)C1OCCO1,-0.014
REAL_subset_105,O=C(NCC1(O)CC(NC(=O)C(F)(F)C2CCOCC2)C1)C1COCCO1,O=C(NCC1(O)CC(NC(=O)C(F)(F)C2CCOCC2)C1)C1COCCO1,-0.567
REAL_subset_106,O=C(NCC1(O)CC(NC(=O)C2CCO2)C1)C1CCN(C2CC2)CC1,O=C(NCC1(O)CC(NC(=O)C2CCO2)C1)C1CCN(C2CC2)CC1,-0.868
REAL_subset_107,O=C(NCC1CC2(CC2)CN1C(=O)CO)C1CS(=O)(=O)CC12CC2,O=C(NCC1CC2(CC2)CN1C(=O)CO)C1CS(=O)(=O)CC12CC2,-0.093
REAL_subset_108,O=C(NCC1CC2(CCOCC2)CN1C(=O)CO)C1CCN(CC2CC2)CC1,O=C(NCC1CC2(CCOCC2)CN1C(=O)CO)C1CCN(CC2CC2)CC1,-0.888
REAL_subset_109,O=C(NCC1CCN(C(=O)C(O)C2CCCC2)C12CC2)C1CS(=O)(=O)C1,O=C(NCC1CCN(C(=O)C(O)C2CCCC2)C12CC2)C1CS(=O)(=O)C1,-0.516
REAL_subset_110,O=C(NCC1CN(C(=O)CC2CCCS(=O)(=O)C2)C1)C1C(F)(F)C12CC2,O=C(NCC1CN(C(=O)CC2CCCS(=O)(=O)C2)C1)C1C(F)(F)C12CC2,-0.693
REAL_subset_111,COC(C)C(=O)COC(=O)C1C[C@H]1C1CCN(C(=O)OC(C)(C)C)CC1,COC(C)C(=O)COC(=O)C1CC1C1CCN(C(=O)OC(C)(C)C)CC1,-0.407
REAL_subset_112,Cn1nccc1-c1nc(-c2ccc3ncc(Br)cc3c2)n(C)n1,Cn1nccc1-c1nc(-c2ccc3ncc(Br)cc3c2)n(C)n1,-1.7
REAL_subset_113,COC1(C#N)CC(C(=O)NC[C@H]2CC[C@](F)(CNC(=O)OC(C)(C)C)C2)C1,COC1(C#N)CC(C(=O)NCC2CCC(F)(CNC(=O)OC(C)(C)C)C2)C1,-0.343
REAL_subset_114,COC(=O)C1CC[C@@](F)(CNC(=O)C2C[C@H](CC(C)C)CCN2)C1,COC(=O)C1CCC(F)(CNC(=O)C2CC(CC(C)C)CCN2)C1,0.434
REAL_subset_115,Cn1nccc1-c1noc(-c2coc3cccc(Br)c23)n1,Cn1nccc1-c1noc(-c2coc3cccc(Br)c23)n1,-1.44
REAL_subset_116,COC(=O)C1C[C@H]2CC[C@@H]1C[C@H]2NS(=O)(=O)CC1(C#N)CCNC1,COC(=O)C1CC2CCC1CC2NS(=O)(=O)CC1(C#N)CCNC1,0.095
REAL_subset_117,Cn1nncc1C(F)(F)c1nc(C(C)(C)c2ccc(Br)cn2)no1,Cn1nncc1C(F)(F)c1nc(C(C)(C)c2ccc(Br)cn2)no1,-1.719
REAL_subset_118,CNC(=O)NCC(=O)N[C@@H]1C[C@@H]2CC[C@@]1(NC(=O)[C@@]13C[C@@H](OC)[C@@H]1C3)C2,CNC(=O)NCC(=O)NC1CC2CCC1(NC(=O)C13CC(OC)C1C3)C2,0.138
REAL_subset_119,COC(=O)NCCC(=O)N[C@H]1CCCC[C@H]1N(C)C(=O)C1CCCSC1,COC(=O)NCCC(=O)NC1CCCCC1N(C)C(=O)C1CCCSC1,-0.983
REAL_subset_120,COC12CCC(C(=O)NC[C@H]3CC[C@H]3NC(=O)C3CCCCC3(C)C)(CC1)C2,COC12CCC(C(=O)NCC3CCC3NC(=O)C3CCCCC3(C)C)(CC1)C2,0.7
REAL_subset_121,COc1cc2c(cc1OC)CN(CC(=O)NC1CCC3(COC3)OC1)CC2,COc1cc2c(cc1OC)CN(CC(=O)NC1CCC3(COC3)OC1)CC2,-0.527
REAL_subset_122,CSC(c1nc(-c2c[nH]nc2C(F)F)no1)c1cccs1,CSC(c1nc(-c2c[nH]nc2C(F)F)no1)c1cccs1,-2.344
REAL_subset_123,CO[C@@H]1CC[C@@]2(C(=O)N3CCN(C(=O)OC(C)(C)C)CC3CC#N)CC[C@@H]12,COC1CCC2(C(=O)N3CCN(C(=O)OC(C)(C)C)CC3CC#N)CCC12,0.032
REAL_subset_124,CCN(CCOC)C(=O)COCC(=O)N[C@@H]1C[C@@H]2CC[C@@]1(CO)C2,CCN(CCOC)C(=O)COCC(=O)NC1CC2CCC1(CO)C2,-0.429
REAL_subset_125,Cn1cc(Br)nc1-c1noc(-c2ccc3[nH]c(C(F)F)nc3c2)n1,Cn1cc(Br)nc1-c1noc(-c2ccc3[nH]c(C(F)F)nc3c2)n1,-1.788
REAL_subset_126,CN(CC1CC1)C(=O)COC(=O)C1CC(CNC(=O)OC(C)(C)C)C12CCC2,CN(CC1CC1)C(=O)COC(=O)C1CC(CNC(=O)OC(C)(C)C)C12CCC2,-0.383
REAL_subset_127,CCOC(=O)C1(COC)CCCN(CC(=O)N2CCC(C(C)(C)O)C2)C1,CCOC(=O)C1(COC)CCCN(CC(=O)N2CCC(C(C)(C)O)C2)C1,-0.339
REAL_subset_128,CCOC(=O)C1C2(CCC2)C12CC(C(=O)NC(C)(CCCN(C)C)C(=O)O)C2,CCOC(=O)C1C2(CCC2)C12CC(C(=O)NC(C)(CCCN(C)C)C(=O)O)C2,0.288
REAL_subset_129,CCOC(=O)C1CCCCN1C(=O)CN1CC2(CCC2)CC1CC(=O)OC,CCOC(=O)C1CCCCN1C(=O)CN1CC2(CCC2)CC1CC(=O)OC,-0.296
REAL_subset_130,CN(C)C(=O)N1CCCC(C(=O)N[C@H]2C[C@@H](CCNC(=O)CC(C)(C)C)C2)C1,CN(C)C(=O)N1CCCC(C(=O)NC2CC(CCNC(=O)CC(C)(C)C)C2)C1,-1.332
REAL_subset_131,CN(Cc1cncn1C)C(=O)c1ccnc2c1cnn2C,CN(Cc1cncn1C)C(=O)c1ccnc2c1cnn2C,-1.979
REAL_subset_132,CCC(NC[C@H]1C[C@](OC)(C(F)(F)F)C1)C1CCCCN1,CCC(NCC1CC(OC)(C(F)(F)F)C1)C1CCCCN1,0.406
REAL_subset_133,Cn1ncc2c(C(=O)N=c3sc4ccccc4n3C)ccnc21,Cn1ncc2c(C(=O)N=c3sc4ccccc4n3C)ccnc21,-2.55
REAL_subset_134,Cc1nccn1-c1cccc(Sc2ccc(S(=O)(=O)N(C)C)cc2)n1,Cc1nccn1-c1cccc(Sc2ccc(S(=O)(=O)N(C)C)cc2)n1,-2.27
REAL_subset_135,Cn1cc(C(=O)N=S(C)(=O)c2ncccc2Cl)ncc1=O,Cn1cc(C(=O)N=S(C)(=O)c2ncccc2Cl)ncc1=O,-1.386
REAL_subset_136,Cn1nc(-c2ccc(S(C)(=O)=O)c(C#N)c2)c2ccc(Cl)cc21,Cn1nc(-c2ccc(S(C)(=O)=O)c(C#N)c2)c2ccc(Cl)cc21,-1.82
REAL_subset_137,CCN(CCNC1CCC2(CCOCC2)C1)CCC(F)(F)F,CCN(CCNC1CCC2(CCOCC2)C1)CCC(F)(F)F,-0.446
REAL_subset_138,Cn1c(=NC(=O)c2ccc(Br)c3c[nH]nc23)sc2ccccc21,Cn1c(=NC(=O)c2ccc(Br)c3c[nH]nc23)sc2ccccc21,-2.105
REAL_subset_139,CCOC1(CC(C)NCC23CC(C(F)(F)F)(CO2)C3)CCC1,CCOC1(CC(C)NCC23CC(C(F)(F)F)(CO2)C3)CCC1,0.683
REAL_subset_140,CCOC1(CC(C)NCC23CC(COC)(CO2)C3)CCC1,CCOC1(CC(C)NCC23CC(COC)(CO2)C3)CCC1,1.024
REAL_subset_141,O=C1CC(O)(C(=O)NCCn2ccc(=O)cc2)c2cc(Cl)ccc2N1,O=C1CC(O)(C(=O)NCCn2ccc(=O)cc2)c2cc(Cl)ccc2N1,-0.542
REAL_subset_142,F[C@@H]1COC[C@@H]1SC1CCOCC1,FC1COCC1SC1CCOCC1,-0.124
REAL_subset_143,CC(NC(=O)Cc1n[nH]c(-c2ccncc2)n1)c1cnc2ccccc2c1,CC(NC(=O)Cc1n[nH]c(-c2ccncc2)n1)c1cnc2ccccc2c1,-1.632
