SMILES_chiral
OC[C@]1(O)[C@@H](O)OC[C@@H](O)[C@H]1O
CCC(C)C(=O)O[C@@H]1OC[C@@]23C4C(=O)C(O)[C@@]5(C)[C@H](c6ccoc6)C[C@H]6O[C@]65[C@]4(C)[C@H](O)C[C@H]2[C@]1(C)[C@H](O)C(C(C)=O)[C@@H]3O
C=C1C(=O)OC2=CC(CO)=C3CC(=O)[C@](C)(C[C@@H](OC(=O)C(C)C)[C@@H]12)O3
C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@H]5[C@H](CC[C@@]43C)[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)CC3=C[C@@H]5O)N2C1
C[C@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](COC(=O)c4cc(O)c(O)c(O)c4)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@]5(C)CC[C@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@@H]6O)C(C)(C)[C@H]5CC[C@@]43C)[C@H]2[C@]1(C)O
Cc1c(O)c(C=O)c(O)c2c1O[C@](O)(c1ccccc1)CC2=O
CC(C)=CCc1c(O)ccc(C(=O)C2[C@H](c3c(O)cc(-c4cc5cccc(O)c5o4)cc3O)C=C(C)C[C@H]2c2ccc(O)cc2O)c1O
CC(=CC(=O)N(C)[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)N(C)C=O)CC[C@@H]32)C1)C(C)C
CC/C=C(\C)[C@H]1OC(=O)C(C)N(C)C(=O)[C@H](C(C)C)NC(=O)CN(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)C([C@@H](C)CC)OC(=O)C(C)=CC[C@H](O)[C@@H]1C
COC(=O)[C@@]1(C)CC2=C3CC(=O)C4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@H]5CC[C@@]4(C)[C@]3(C)CC[C@]2(C)C[C@H]1O
