SMILES_chiral
Oc1ccc([C@H]2[C@H](O)CO[C@H](c3ccc(O)cc3)[C@@H]2O)cc1
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
CCCCCCCC/C=C/CCCCCCCCC
CCOC(CCC#N)OCC
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
CCCCCCCCCCCCCCCCCCCCCCC[C@H](C)CCC
CC#N
CCCCCCCCCCCCCCCCCCCCCCCCCCCC
CCCCCCCCCCCCCCCCCC(C)C
S
CC/C=C/CCCCCCC
COCCOC
CCCCCCCCCCCCCCC[C@H](N)[C@H](N)CCC
CCCCCCCCC=C=CCCCCCCCCCCCCC
NCCCCCCN
CCCCCCCCCCCCCCCCCCCCCCCCCCC[C@H](C)CC
CCNCC(C)C
C
CC(C)CCC[C@H](C)CCC[C@H](C)CCCC[C@H](C)CCC[C@H](C)CCCC(C)C
CCCCCCC
CCCCCC
CCCCCCCCCCCCCC[C@H](C)CCCCCCCCCCC[C@H](C)CCCCCCCCCC
CCCCCCCCCCCCCC/C=C/CCCCC/C=C/CCCCCCCCCCCCCCC
CC[C@H](SSC)[S@@+](C)[O-]
CC[C@H](C)[C@H](C)C(C)C
CCCCCCCCCCCC[C@H](C)CCCCCCC[C@H](C)CC
CCCC(C)CCC
CSCCCCCN=C=S
CCCCCCCCCCCCCCCCCCCC[C@H](C)[C@H](C)CCCCC
CCCCCCCCCCCCCCCCCC
CCCCOC(OCCCC)C(C)C
CSCCCN=C=S
CCCCCCCCCCCCC(C)C
CCCCCC[C@H](C)CCC[C@H](C)CCCC
CC/C=C/CSSSSC/C=C/CC
CC(C)(C)C(C)(C)C
C/C=C/SS[C@@H](CC)[S@+]([O-])/C=C/C
CCCCCCCCCCCCC#N
CC(C)CCCC(C)C
CCCCCCCCCOC
S=C=N/C=C\CCCCCCCCCN=C=S
NCCCCNCCCCNCCCCN
CCCCCCCCCC[C@H](C)CCCCC
C[Se][Se]C
S=C=N/C=C\CCCCCCCCCCCCCCN=C=S
CCCCCCCCCC[C@H](C)CCCCCCCCC
CCCC[Si](Cl)(Cl)CC
CSCS[S@+]([O-])CSC
CC
CCCCC[C@H](C)CC[C@H](C)CC
[H]N=CC(N)N=CC(C)C
CCCCCCCCCCCCCCCCC(C)C
O=C1Nc2cc3ccc(O)cc3c3c4c(cc(c23)C1=O)OCO4
O=C1C[C@@]2(CO1)OC=CC2=O
O=C(O[C@@H]1[C@@H](c2c(O)cc(O)cc2O)c2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
O=Cc1ccc2c(c1)[C@H](c1cc(O)cc3c1[C@H](c1cc(O)cc(O)c1)[C@@H](c1ccc(O)cc1)O3)[C@@H](c1ccc(O)cc1)O2
Oc1ccc([C@H]2c3c(O)cc(O)cc3[C@@H]3c4c(O)cc(O)cc4[C@H]2O[C@H]3c2ccc(O)cc2)cc1
O=C(O[C@@H]1O[C@@H]2COC(=O)c3cc(Oc4c(C(=O)O)cc(O)c(O)c4O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@H](O)[C@H]1O)c1cc(O)c(O)c(O)c1
Oc1ccc([C@H]2Oc3cc(O)cc4c3[C@@H]2c2cc(O)cc(O)c2[C@H](c2ccc(O)cc2)[C@H]4c2cc(-c3cc4c5c(cc(O)c4o3)O[C@H](c3ccc(O)cc3)[C@H]5c3cc(O)cc(O)c3)ccc2O)cc1
O=C(O[C@@H]1[C@@H](c2c(O)cc3c(c2O)[C@H](c2c(O)cc(O)c4c2O[C@H](c2ccc(O)c(O)c2)[C@@H](O)C4)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](c2ccc(O)c(O)c2)O3)c2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1
O=C1CC(O)C(O)c2cc(O)cc(O)c21
Oc1cc2cc(c1O)Oc1ccc(cc1)CCc1ccc(O)c(O)c1Oc1cccc(c1)CC2
O=C1OC(=Cc2cc(Br)c(O)c(Br)c2)C(c2ccc(O)c(Br)c2)=C1Cl
Oc1cc(O)c(Oc2cc(O)c(Oc3cc(O)c(O)c(O)c3Oc3cc(O)c(O)c(Oc4cc(O)c(O)c(O)c4Oc4cc(O)c(O)c(O)c4)c3)c(O)c2)c(O)c1
C=c1c(O)c(O)c2cc(O)cc(=C)c2c1O
O=C1c2c(O)cc(O)cc2O[C@@]2(c3ccc(O)cc3)Oc3cc(O)c4c(c3[C@]12O)O[C@@H](c1ccc(O)cc1)[C@H](O)C4
