SMILES_chiral
CC1(C)CC[C@@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C1)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5OS(=O)(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@H]2O
CCCCCC(=O)c1cc2c3c([nH]c2cc1OC)[C@@H](C)N(C(C)=O)CC3
C#C[C@]1(O)CC[C@H](O)CC1
CC[C@H](C)C(N)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
O=C1C[C@@H](c2cc(O)cc(O)c2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]3O)cc(O)c21
CC(=O)O[C@@H]1C[C@@]2(C)C3=C(C(C)CC3=O)C2[C@@H]1C(C)C
COc1ccc(-c2cc(=O)c3c(O)c([C@H]4C[C@@H](O)[C@H](O)[C@H](C)O4)c(O)cc3o2)cc1O
C/C=C\CC=CC=CCC(=O)NCC(C)C
CC1(C)C[C@H]2[C@H](C=C(CO)[C@]3(CO)C[C@]23C)C1
CC(=O)OC1C(=O)C=C(C)C2CC(=C(C)CC(=O)C=C(C)C)CC[C@@]21C
COc1cc2ccc(O)c3c2c(c1-c1ccccc1)[C@@H](O)CC3=O
CCC(OC)OC
C=C1C[C@]23C[C@H]1C[C@@H](O)[C@H]2[C@]1(C)CCCC2C(=O)O[C@H]([C@H]21)[C@@H]3O
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5[C@H](O)C[C@]43C)[C@@H]2C1
CC(=Cc1oc(O)c(C)c1O)CCC/C=C(\C)CCc1coc(Cc2ccoc2)c1
C=C(C)[C@@H]1CC[C@]2(C)[C@H](CC[C@@H]3[C@@H]([C@]4(C)CC[C@H](O)C(C)(C)O4)CC[C@]32C)[C@@]1(C)CCC(=O)OC
CC(=O)OCC1CC[C@@H]([C@@H](C)CCC=C(C)C)c2cc(C(=O)O)cc(O)c21
COc1cc(C)c(O)c(C/C=C(\C)CC[C@H]2[C@]3(C)CCC[C@]3(C)[C@@]23C[C@H](O)C(C)(C)O3)c1
CCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)Oc1cccc(-c2cc(=O)c3c(O)cc(O)cc3o2)c1
COc1cccc(C)c1C(=O)O
COc1cc2oc(=O)ccc2cc1-c1c(OC)ccc2ccc(=O)oc12
COc1c(C)c(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1C
CC(=O)OC[C@@]12[C@@H](OC(C)=O)[C@H](O)[C@H]3OC(=O)C(C)[C@H](C)c4ncccc4C(=O)OC[C@]4(C)O[C@]1([C@H](OC(C)=O)[C@@H]4[C@@H](OC(C)=O)[C@@H]2OC(=O)C(C)(C)OC(C)=O)[C@]3(C)O
CC1=C2C(O[C@@]13OC[C@@H](C)[C@@H](O)[C@H]3O)C(=O)C1C2CC[C@@H]2[C@@H]1CC=C1C[C@@H](O)C[C@H](O[C@H]3OC[C@@H](O)[C@H](O[C@H]4OC[C@H](O)[C@H](O)[C@H]4O)[C@@H]3O[C@H]3O[C@@H](C)[C@H](O)[C@H](O[C@@H]4OC[C@](O)(CO)[C@@H]4O)[C@@H]3O)[C@]12C
CC(C)=CC[C@H]1O[C@]23C[C@]4(CO2)[C@H](CC[C@@H]2[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](OS(=O)(=O)O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]24C)[C@H]3[C@@]1(C)O
