SMILES_chiral
CC(C)C1=C(NC(=O)C2(C3=NNN=N3)CC3CC3C2)C=NO1
C(=CC1=CC=NC2=NC=CN12)C1=CC=CC=N1
"COC(=O)[C@@H]1CC[C@]1(C)C(=O)NCC[C@@H]1CCO[C@@H]1C |&1:4,7,&2:14,18|"
"COC(=O)[C@@H]1CNCC[C@@H]1C(=O)N[C@H](C(=O)OCC1CC1)C(C)C |&1:4,9|"
"COC(=O)[C@@H]1COCC[C@@H]1NCC(=O)NCC1CCCO1 |&1:4,9|"
"COC(=O)[C@@H]1CO[C@@H](CNC(C)C2(S(=O)(=O)N(C)C)CC2)CO1 |&1:4,7|"
"COC(=O)[C@@H]1CO[C@@H](CNC2CC3(CCC3)C23CCC3)CO1 |&1:4,7|"
"COC(=O)[C@@H]1CS(=O)(=O)C[C@H]1NCC12CC(CCO1)C2 |&1:4,10|"
"COC(=O)[C@@H]1CS(=O)(=O)C[C@H]1NS(=O)(=O)C[C@@H]1C[C@H]1CF |&1:4,10,&2:16,18|"
"COC(=O)[C@@H]1C[C@@H]1C(=O)N(C)CCNC(=O)C1[C@H](C)[C@H]1C |&1:4,6,&2:17,19|"
